UTRR,UTerr_R,UTSig_adjust_R,UTICl_R,UTICu_R,ID,Kingdom,Phylum,Class,Order,Family,Genus
4.615120517,4.986901439,-29.73839079,-0.371780923,9.602021956,ASV_3047,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
0,0,0,0,0,ASV_3048,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus
0,0,0,0,0,ASV_3049,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
0,0,0,0,0,ASV_3050,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Oryzihumus
0,0,0,0,0,ASV_3051,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter
0,0,0,0,0,ASV_3052,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Pseudopelobacteraceae,Pseudopelobacter
0,0,0,0,0,ASV_3054,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 13
0,0,0,0,0,ASV_3055,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
0,0,0,0,0,ASV_3056,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys
0,0,0,0,0,ASV_3057,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
0,0,0,0,0,ASV_3060,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA
0,0,0,0,0,ASV_3061,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfocapsa
0,0,0,0,0,ASV_3062,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
0,0,0,0,0,ASV_3063,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanosphaerula
0,0,0,0,0,ASV_3064,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium
0,0,0,0,0,ASV_3065,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,NA
0,0,0,0,0,ASV_3071,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
0,0,0,0,0,ASV_3074,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus
0,0,0,0,0,ASV_3075,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,NA
0,0,0,0,0,ASV_3076,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,JGI 0001001-H03
0,0,0,0,0,ASV_3077,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 13
0,0,0,0,0,ASV_3078,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter
0,0,0,0,0,ASV_3079,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,CPla-3 termite group,NA
0,0,0,0,0,ASV_3082,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella
0,0,0,0,0,ASV_3083,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA
0,0,0,0,0,ASV_3085,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanosphaerula
0,0,0,0,0,ASV_3086,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
0,0,0,0,0,ASV_3088,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
0,0,0,0,0,ASV_3089,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Polycladomyces
0,0,0,0,0,ASV_3090,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus
0,0,0,0,0,ASV_3092,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
0,0,0,0,0,ASV_3093,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA
0,0,0,0,0,ASV_3094,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
-4.394449155,4.244527698,1,-8.638976853,-0.149921456,ASV_3100,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
-4.394449155,4.244527698,1,-8.638976853,-0.149921456,ASV_3101,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
-4.615120517,4.255033955,1,-8.870154472,-0.360086562,ASV_3103,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,AKAU3564 sediment group,NA
0,0,0,0,0,ASV_3122,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
0,0,0,0,0,ASV_3123,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
0,0,0,0,0,ASV_3277,Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanosarcinaceae,Methanosarcina
0,0,0,0,0,ASV_3278,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Lenti-02,NA
0,0,0,0,0,ASV_3279,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus
0,0,0,0,0,ASV_3281,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
0,0,0,0,0,ASV_3302,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
0,0,0,0,0,ASV_3306,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA
0,0,0,0,0,ASV_3319,Bacteria,Firmicutes,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,Pelospora
2.726918685,4.707262106,-447.742772,-1.980343421,7.434180792,ASV_3325,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Sporobacter
0,0,0,0,0,ASV_3326,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter
0,0,0,0,0,ASV_3327,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,NA
0,0,0,0,0,ASV_3328,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
0,0,0,0,0,ASV_3329,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
0,0,0,0,0,ASV_3330,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter
0,0,0,0,0,ASV_3331,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
0,0,0,0,0,ASV_3332,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA
4.462618642,4.978685786,-52.74246824,-0.516067144,9.441304428,ASV_3337,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Oryzihumus
4.462618642,4.978685786,-53.04214136,-0.516067144,9.441304428,ASV_3338,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Cohnella
0,0,0,0,0,ASV_3341,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
0,0,0,0,0,ASV_3342,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA
0,0,0,0,0,ASV_3344,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
0,0,0,0,0,ASV_3346,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Oryzihumus
0,0,0,0,0,ASV_3347,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
0,0,0,0,0,ASV_3348,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax
0,0,0,0,0,ASV_3349,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,Smithellaceae,Smithella
0,0,0,0,0,ASV_3350,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
0,0,0,0,0,ASV_3352,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
0,0,0,0,0,ASV_3353,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus
0,0,0,0,0,ASV_3355,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage
0,0,0,0,0,ASV_3356,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter
0,0,0,0,0,ASV_3357,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Ammoniphilus
0,0,0,0,0,ASV_3358,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
0,0,0,0,0,ASV_3364,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter
0,0,0,0,0,ASV_3365,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Pelosinus
0,0,0,0,0,ASV_3366,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus
0,0,0,0,0,ASV_3372,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
0,0,0,0,0,ASV_3373,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA
0,0,0,0,0,ASV_3376,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA
0,0,0,0,0,ASV_3378,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Agrococcus
0,0,0,0,0,ASV_3379,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter
0,0,0,0,0,ASV_3381,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),NA
0,0,0,0,0,ASV_3382,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium
0,0,0,0,0,ASV_3384,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter
0,0,0,0,0,ASV_3385,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
0,0,0,0,0,ASV_3386,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,GWF2-44-16,NA
0,0,0,0,0,ASV_3387,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas
0,0,0,0,0,ASV_3399,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA
0,0,0,0,0,ASV_3400,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Geobacter
0,0,0,0,0,ASV_3401,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,NA
0,0,0,0,0,ASV_3402,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA
-4.394449155,4.244527698,1,-8.638976853,-0.149921456,ASV_3410,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus
-3.713572067,4.192765165,-32.69854436,-7.906337232,0.479193099,ASV_3411,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia
-3.044522438,4.092937423,-94.95010654,-7.137459861,1.048414986,ASV_3412,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Demequinaceae,Lysinimicrobium
-4.110873864,4.227132093,-6.853495271,-8.338005957,0.116258229,ASV_3413,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas
-4.795790546,4.262067069,1,-9.057857615,-0.533723477,ASV_3414,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
-4.615120517,4.255033955,1,-8.870154472,-0.360086562,ASV_3415,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Tepidimonas
-4.615120517,4.255033955,1,-8.870154472,-0.360086562,ASV_3417,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
-4.394449155,4.244527698,1,-8.638976853,-0.149921456,ASV_3418,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA
-4.615120517,4.255033955,1,-8.870154472,-0.360086562,ASV_3419,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
-4.394449155,4.244527698,1,-8.638976853,-0.149921456,ASV_3421,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
0,0,0,0,0,ASV_3424,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter
0,0,0,0,0,ASV_3602,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
0,0,0,0,0,ASV_3615,Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus
0,0,0,0,0,ASV_3630,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
0,0,0,0,0,ASV_3644,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum
0,0,0,0,0,ASV_3646,Bacteria,Firmicutes,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,Pelospora
0,0,0,0,0,ASV_3647,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,NA
0,0,0,0,0,ASV_3676,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Oryzihumus
0,0,0,0,0,ASV_3677,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Thermoactinomyces
0,0,0,0,0,ASV_3695,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA
0,0,0,0,0,ASV_3696,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Aurantisolimonas
2.726918685,4.707262106,-454.9644296,-1.980343421,7.434180792,ASV_3700,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium
2.726918685,4.707262106,-462.4228629,-1.980343421,7.434180792,ASV_3701,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus
0,0,0,0,0,ASV_3703,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,NA
0,0,0,0,0,ASV_3704,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
0,0,0,0,0,ASV_3705,Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus
0,0,0,0,0,ASV_3706,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus
2.726918685,4.707262106,-470.1299106,-1.980343421,7.434180792,ASV_3709,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
4.282600855,4.967229244,-75.36301916,-0.68462839,9.249830099,ASV_3711,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 13
3.780937599,4.921925525,-209.0726935,-1.140987926,8.702863123,ASV_3712,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Oryzihumus
4.062903036,4.950142952,-135.590643,-0.887239916,9.013045988,ASV_3713,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea
2.726918685,4.707262106,-478.0982142,-1.980343421,7.434180792,ASV_3715,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,NA
4.062903036,4.950142952,-136.8012737,-0.887239916,9.013045988,ASV_3716,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
0,0,0,0,0,ASV_3718,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,NA
0,0,0,0,0,ASV_3722,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
0,0,0,0,0,ASV_3725,Bacteria,Firmicutes,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,Syntrophomonas
0,0,0,0,0,ASV_3726,Bacteria,Firmicutes,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,NA
0,0,0,0,0,ASV_3727,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,NA
0,0,0,0,0,ASV_3729,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA
0,0,0,0,0,ASV_3730,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
0,0,0,0,0,ASV_3731,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter
0,0,0,0,0,ASV_3732,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
0,0,0,0,0,ASV_3733,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
0,0,0,0,0,ASV_3734,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella
0,0,0,0,0,ASV_3735,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,BSV13
0,0,0,0,0,ASV_3736,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,NA
0,0,0,0,0,ASV_3737,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,NA
0,0,0,0,0,ASV_3738,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum
0,0,0,0,0,ASV_3739,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter
0,0,0,0,0,ASV_3740,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes vadinHA17,NA
0,0,0,0,0,ASV_3742,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA
0,0,0,0,0,ASV_3743,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,B1-7BS,NA
0,0,0,0,0,ASV_3744,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,JG30a-KF-32
0,0,0,0,0,ASV_3745,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
0,0,0,0,0,ASV_3747,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,Syntrophaceae,Syntrophus
0,0,0,0,0,ASV_3748,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
0,0,0,0,0,ASV_3750,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage
0,0,0,0,0,ASV_3751,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus
0,0,0,0,0,ASV_3752,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
0,0,0,0,0,ASV_3753,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA
0,0,0,0,0,ASV_3756,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
0,0,0,0,0,ASV_3760,Bacteria,Caldisericota,Caldisericia,Caldisericales,Caldisericaceae,Caldisericum
0,0,0,0,0,ASV_3761,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Oryzihumus
0,0,0,0,0,ASV_3762,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes BD2-2,NA
0,0,0,0,0,ASV_3765,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gallionellaceae,NA
0,0,0,0,0,ASV_3766,Bacteria,Caldisericota,Caldisericia,Caldisericales,Caldisericaceae,Caldisericum
0,0,0,0,0,ASV_3775,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA
0,0,0,0,0,ASV_3776,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA
0,0,0,0,0,ASV_3777,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA
0,0,0,0,0,ASV_3778,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter
0,0,0,0,0,ASV_3779,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaera
0,0,0,0,0,ASV_3783,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola
0,0,0,0,0,ASV_3789,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Geothrix
0,0,0,0,0,ASV_3790,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans
0,0,0,0,0,ASV_3792,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Lawsonella
-3.713572067,4.192765165,-32.84650158,-7.906337232,0.479193099,ASV_3803,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,NA
-4.110873864,4.227132093,-6.878878586,-8.338005957,0.116258229,ASV_3805,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus
-3.713572067,4.192765165,-32.99580386,-7.906337232,0.479193099,ASV_3808,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1
-4.394449155,4.244527698,1,-8.638976853,-0.149921456,ASV_3809,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 13
-4.110873864,4.227132093,-6.904450626,-8.338005957,0.116258229,ASV_3813,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
-4.110873864,4.227132093,-6.930213501,-8.338005957,0.116258229,ASV_3814,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
-4.394449155,4.244527698,1,-8.638976853,-0.149921456,ASV_3815,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA
-4.615120517,4.255033955,1,-8.870154472,-0.360086562,ASV_3816,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
-3.713572067,4.192765165,-33.14646963,-7.906337232,0.479193099,ASV_3817,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA
-3.044522438,4.092937423,-95.58310725,-7.137459861,1.048414986,ASV_3818,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,NA
0,0,0,0,0,ASV_3824,Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus
0,0,0,0,0,ASV_3853,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA
0,0,0,0,0,ASV_4070,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,Smithellaceae,Smithella
0,0,0,0,0,ASV_4109,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,NA
0,0,0,0,0,ASV_4110,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA
0,0,0,0,0,ASV_4113,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
0,0,0,0,0,ASV_4114,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus
0,0,0,0,0,ASV_4156,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Peptoniphilus
0,0,0,0,0,ASV_4157,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Pelosinus
0,0,0,0,0,ASV_4158,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
0,0,0,0,0,ASV_4159,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Schlesneria
0,0,0,0,0,ASV_4175,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,NA
4.062903036,4.950142952,-138.0337176,-0.887239916,9.013045988,ASV_4179,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA
2.726918685,4.707262106,-486.3412868,-1.980343421,7.434180792,ASV_4180,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA
0,0,0,0,0,ASV_4181,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,SR-FBR-L83,NA
0,0,0,0,0,ASV_4182,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
0,0,0,0,0,ASV_4183,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes vadinHA17,NA
0,0,0,0,0,ASV_4184,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aminobacter
0,0,0,0,0,ASV_4185,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,NA
0,0,0,0,0,ASV_4186,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter
3.386808644,4.866444883,-299.9722272,-1.479636239,8.253253527,ASV_4188,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,NA
3.386808644,4.866444883,-303.8679704,-1.479636239,8.253253527,ASV_4189,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae R-7 group
2.726918685,4.707262106,-494.8735901,-1.980343421,7.434180792,ASV_4190,Bacteria,Firmicutes,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,Pelospora
2.726918685,4.707262106,-503.7106185,-1.980343421,7.434180792,ASV_4195,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocapsa
4.062903036,4.950142952,-139.2885696,-0.887239916,9.013045988,ASV_4196,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
0,0,0,0,0,ASV_4201,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter
0,0,0,0,0,ASV_4203,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,NA
