"absabundRR"	"absabunderr_R"	"absabundSig_adjust_R"	"ID"	"absabundICu_R"	"ID"
"ASV_42"	4.37578371147277	4.23161284648498	1	"ASV_42"	8.60739655795775	"ASV_42"
"ASV_43"	-1.16126520041354	1.8036357895589	-8.8215144100689	"ASV_43"	0.642370589145354	"ASV_43"
"ASV_45"	-0.667853707656386	3.09110341355021	-50.1589192214356	"ASV_45"	2.42324970589383	"ASV_45"
"ASV_46"	0.272924926192532	1.66533720476283	-12.8486233205764	"ASV_46"	1.93826213095536	"ASV_46"
"ASV_47"	2.62422533712572	4.87099604165425	-106.267457716009	"ASV_47"	7.49522137877997	"ASV_47"
"ASV_48"	-0.0729849316780902	1.0798620898146	-5.30458812458752	"ASV_48"	1.00687715813651	"ASV_48"
"ASV_49"	-1.51297111259556	8.31198457140453	-773.030222443533	"ASV_49"	6.79901345880897	"ASV_49"
"ASV_50"	4.38983962907037	5.93576902103172	-99.2323494441901	"ASV_50"	10.3256086501021	"ASV_50"
"ASV_51"	-0.21621398971406	2.10814283710576	-21.6763619805389	"ASV_51"	1.8919288473917	"ASV_51"
"ASV_52"	-0.447449148103167	1.66629645439823	-12.1881621587783	"ASV_52"	1.21884730629506	"ASV_52"
"ASV_54"	-2.49001212298303	2.68243726846857	-4.53191086875686	"ASV_54"	0.192425145485531	"ASV_54"
"ASV_55"	0.561783878893587	2.69031167923518	-36.5137492314448	"ASV_55"	3.25209555812877	"ASV_55"
"ASV_58"	-0.0583213067792734	2.48149038488568	-32.0591034039733	"ASV_58"	2.42316907810641	"ASV_58"
"ASV_59"	-0.033328304423091	1.90918838379947	-17.6152550683743	"ASV_59"	1.87586007937638	"ASV_59"
"ASV_60"	-1.59421072489339	2.5027937999443	-18.0182828763782	"ASV_60"	0.908583075050911	"ASV_60"
"ASV_64"	-0.410429856285078	2.35899789496205	-27.3161905895842	"ASV_64"	1.94856803867697	"ASV_64"
"ASV_65"	0.850828982483158	4.63642539403271	-138.766406969786	"ASV_65"	5.48725437651587	"ASV_65"
"ASV_67"	0.14148369509644	1.38136291093101	-8.73470671999269	"ASV_67"	1.52284660602745	"ASV_67"
"ASV_68"	-17.7887114880704	5.59435010355989	1	"ASV_68"	-12.1943613845105	"ASV_68"
"ASV_69"	0.24399512157087	2.40135690416237	-29.4026806873933	"ASV_69"	2.64535202573324	"ASV_69"
"ASV_70"	1.38006259716869	3.27374802564148	-48.0364369555424	"ASV_70"	4.65381062281017	"ASV_70"
"ASV_71"	-0.836168288156728	2.64608085907962	-32.9221564327508	"ASV_71"	1.80991257092289	"ASV_71"
"ASV_73"	0.323005478323993	3.42841070805301	-67.9293011738441	"ASV_73"	3.75141618637701	"ASV_73"
"ASV_74"	1.27636146481168	4.4298075463813	-114.317223342234	"ASV_74"	5.70616901119298	"ASV_74"
"ASV_75"	0.60784313093845	2.06823180772879	-19.0147477036813	"ASV_75"	2.67607493866724	"ASV_75"
"ASV_76"	20.1462921848023	3.99178881745631	1	"ASV_76"	24.1380810022586	"ASV_76"
"ASV_80"	1.21071068734253	2.54462150266536	-25.0530523911408	"ASV_80"	3.75533219000789	"ASV_80"
"ASV_81"	19.2820386929547	7.86487575640242	1	"ASV_81"	27.1469144493572	"ASV_81"
"ASV_82"	-0.582476779178866	1.99160482212151	-17.5121167532963	"ASV_82"	1.40912804294264	"ASV_82"
"ASV_84"	15.4772614886907	7.86487429683506	1	"ASV_84"	23.3421357855258	"ASV_84"
"ASV_86"	1.64244525712232	1.78374731351052	-2.18584107792363	"ASV_86"	3.42619257063284	"ASV_86"
"ASV_87"	2.71776101314901	6.52946907778598	-292.641845101621	"ASV_87"	9.24723009093499	"ASV_87"
"ASV_88"	3.70424132735421	4.32515928055814	-24.8355467613877	"ASV_88"	8.02940060791235	"ASV_88"
"ASV_90"	2.624806082303	5.90728306478519	-205.325572398396	"ASV_90"	8.53208914708819	"ASV_90"
"ASV_91"	-0.654181171334137	2.11203051504949	-19.671931922442	"ASV_91"	1.45784934371535	"ASV_91"
"ASV_92"	-0.456548081511927	3.95276153356911	-94.2750458991683	"ASV_92"	3.49621345205718	"ASV_92"
"ASV_93"	2.05952806757742	5.75106157456656	-216.01815485467	"ASV_93"	7.81058964214398	"ASV_93"
"ASV_94"	0.400613697512103	2.69604959160903	-37.653394872397	"ASV_94"	3.09666328912113	"ASV_94"
"ASV_95"	-3.60195849867876	5.08156480925322	-75.7399133563729	"ASV_95"	1.47960631057446	"ASV_95"
"ASV_97"	0.595095010311977	1.88735626346778	-15.4286396532693	"ASV_97"	2.48245127377975	"ASV_97"
"ASV_99"	-0.744080101485675	9.62296806449402	-2404.11109964631	"ASV_99"	8.87888796300834	"ASV_99"
"ASV_100"	1.21654205295618	2.43676938636231	-22.0026914161602	"ASV_100"	3.65331143931849	"ASV_100"
"ASV_101"	2.2539890631207	4.6575724687833	-104.132779050892	"ASV_101"	6.91156153190401	"ASV_101"
"ASV_102"	-0.283577150585357	2.90027878327351	-44.8263906117604	"ASV_102"	2.61670163268816	"ASV_102"
"ASV_103"	-0.35118109650967	1.6705059899883	-12.6821400230776	"ASV_103"	1.31932489347863	"ASV_103"
"ASV_105"	0.601606607148116	4.51831206161353	-132.548568556209	"ASV_105"	5.11991866876165	"ASV_105"
"ASV_106"	19.1764164827963	4.87688549211889	1	"ASV_106"	24.0533019749152	"ASV_106"
"ASV_108"	0.193993622453924	2.48012256540674	-31.7574601804265	"ASV_108"	2.67411618786067	"ASV_108"
"ASV_109"	0.866766812222008	2.45430878966045	-26.6165057679088	"ASV_109"	3.32107560188246	"ASV_109"
"ASV_111"	0.923055177759375	1.78461968947366	-10.8991283951317	"ASV_111"	2.70767486723303	"ASV_111"
"ASV_112"	-0.568569452635043	1.62638733090674	-10.8344075540262	"ASV_112"	1.05781787827169	"ASV_112"
"ASV_113"	-1.43450553357923	1.64115051467115	-2.87650370638397	"ASV_113"	0.206644981091918	"ASV_113"
"ASV_114"	0.59957165360449	2.4392655493237	-28.6067813318956	"ASV_114"	3.03883720292819	"ASV_114"
"ASV_116"	4.38952706351618	8.32933215908585	-473.525268835498	"ASV_116"	12.718859222602	"ASV_116"
"ASV_117"	4.00127026952541	4.05644652906003	-2.00494072711468	"ASV_117"	8.05771679858544	"ASV_117"
"ASV_118"	-1.31912074929805	2.77771783377626	-30.9138515173713	"ASV_118"	1.45859708447821	"ASV_118"
"ASV_119"	-1.33991829235098	2.72963173335302	-29.0182359861959	"ASV_119"	1.38971344100205	"ASV_119"
"ASV_120"	-1.07989945976439	3.51360454370818	-64.4863485404716	"ASV_120"	2.43370508394379	"ASV_120"
"ASV_122"	-0.628413944437327	2.59128169424658	-33.0582836637277	"ASV_122"	1.96286774980926	"ASV_122"
"ASV_125"	0.808740012128983	3.33366331926001	-59.3321899758876	"ASV_125"	4.142403331389	"ASV_125"
"ASV_126"	-1.39871800327762	3.21203500308575	-45.0498658398622	"ASV_126"	1.81331699980814	"ASV_126"
"ASV_127"	-0.375457127730121	3.96178082305852	-95.4345420286345	"ASV_127"	3.5863236953284	"ASV_127"
"ASV_129"	-0.330076870909253	1.97167245953403	-18.3368964621622	"ASV_129"	1.64159558862478	"ASV_129"
"ASV_130"	1.85275849787037	1.74533751533436	0.92649324718865	"ASV_130"	3.59809601320472	"ASV_130"
"ASV_131"	16.2422122675472	7.86487509495217	1	"ASV_131"	24.1070873624994	"ASV_131"
"ASV_132"	0.399219524749113	2.43788259220964	-29.8398220028342	"ASV_132"	2.83710211695875	"ASV_132"
"ASV_133"	-0.755257192297914	2.67955639319095	-34.7189100433845	"ASV_133"	1.92429920089303	"ASV_133"
"ASV_134"	0.939848674899806	5.58302886542573	-231.993920632042	"ASV_134"	6.52287754032553	"ASV_134"
"ASV_135"	-0.154242729152712	2.97327760623977	-48.1265469796241	"ASV_135"	2.81903487708706	"ASV_135"
"ASV_137"	19.5145966766859	4.37082775358098	1	"ASV_137"	23.8854244302669	"ASV_137"
"ASV_138"	0.502461726855022	2.98567801169836	-47.0087303306232	"ASV_138"	3.48813973855338	"ASV_138"
"ASV_140"	-0.615746557476682	2.73084697091072	-37.4427458199576	"ASV_140"	2.11510041343404	"ASV_140"
"ASV_141"	20.3096967091254	1.85848633671723	1	"ASV_141"	22.1681830458427	"ASV_141"
"ASV_144"	16.509285003997	4.19239672476502	1	"ASV_144"	20.701681728762	"ASV_144"
"ASV_145"	0.049649840242434	2.12931342189843	-22.395546844435	"ASV_145"	2.17896326214086	"ASV_145"
"ASV_146"	0.230517251022828	4.43427613598271	-128.041590728895	"ASV_146"	4.66479338700554	"ASV_146"
"ASV_147"	1.57809072116591	5.86389468976694	-249.909757454936	"ASV_147"	7.44198541093285	"ASV_147"
"ASV_149"	-0.0502395528341042	3.30312281617633	-62.7298933981203	"ASV_149"	3.25288326334223	"ASV_149"
"ASV_151"	19.2820386929547	7.86487575640242	1	"ASV_151"	27.1469144493572	"ASV_151"
"ASV_152"	0.332026923751248	2.49196706243841	-31.6425015114032	"ASV_152"	2.82399398618966	"ASV_152"
"ASV_153"	20.9457323117971	4.34886348573426	1	"ASV_153"	25.2945957975313	"ASV_153"
"ASV_156"	0.344879327541842	1.29743326450533	-7.18397530448749	"ASV_156"	1.64231259204717	"ASV_156"
"ASV_157"	-1.32213270144228	5.63252238280617	-228.227784779046	"ASV_157"	4.31038968136389	"ASV_157"
"ASV_162"	-1.43372892729746	3.37588139079556	-51.8928920840011	"ASV_162"	1.9421524634981	"ASV_162"
"ASV_163"	4.02597769333118	4.65040501040839	-27.6100736791692	"ASV_163"	8.67638270373958	"ASV_163"
"ASV_164"	23.7380785165906	4.64684845658953	1	"ASV_164"	28.3849269731802	"ASV_164"
"ASV_167"	-0.791198134711079	1.20807286175366	-3.78116853687332	"ASV_167"	0.41687472704258	"ASV_167"
"ASV_169"	-1.76958887293251	4.43044410496882	-103.239075702567	"ASV_169"	2.66085523203631	"ASV_169"
"ASV_170"	0.887078746013797	2.94389943176556	-42.2155382435764	"ASV_170"	3.83097817777936	"ASV_170"
"ASV_174"	-0.626091504842643	8.28884497022761	-815.63506014021	"ASV_174"	7.66275346538497	"ASV_174"
"ASV_176"	1.06784157700078	2.75690178862323	-33.8396857030059	"ASV_176"	3.82474336562401	"ASV_176"
"ASV_178"	-1.11435958434959	3.47184151373963	-61.9870488539619	"ASV_178"	2.35748192939004	"ASV_178"
"ASV_180"	-0.294109126615075	3.74513551426388	-83.6150069300941	"ASV_180"	3.45102638764881	"ASV_180"
"ASV_183"	-1.68046769697324	2.91552564321562	-29.1647983030631	"ASV_183"	1.23505794624237	"ASV_183"
"ASV_184"	17.4208672059573	7.8648755758888	1	"ASV_184"	25.2857427818461	"ASV_184"
"ASV_185"	0.394847935741699	4.28805937490491	-116.415710008876	"ASV_185"	4.68290731064661	"ASV_185"
"ASV_186"	1.0549897823468	2.76880266706569	-34.3749355558625	"ASV_186"	3.82379244941248	"ASV_186"
"ASV_189"	0	0	0	"ASV_189"	0	"ASV_189"
"ASV_190"	20.7864629177123	7.86487578225521	1	"ASV_190"	28.6513386999675	"ASV_190"
"ASV_192"	-0.44361665989207	1.6757980219807	-12.3701055374588	"ASV_192"	1.23218136208863	"ASV_192"
"ASV_194"	-0.068356682224156	1.93101196689588	-18.0495749439075	"ASV_194"	1.86265528467173	"ASV_194"
"ASV_195"	0	0	0	"ASV_195"	0	"ASV_195"
"ASV_196"	-3.87470966623771	4.54952486137801	-29.2483424297001	"ASV_196"	0.674815195140303	"ASV_196"
"ASV_202"	2.30307760325065	2.19691906388553	1	"ASV_202"	4.49999666713618	"ASV_202"
"ASV_203"	-1.89315231433665	1.6268863080653	1	"ASV_203"	-0.266266006271349	"ASV_203"
"ASV_205"	-0.890008484192145	5.7508546556685	-256.130560102201	"ASV_205"	4.86084617147635	"ASV_205"
"ASV_206"	-2.36547292415976	10.9980735753808	-3839.62021740661	"ASV_206"	8.63260065122104	"ASV_206"
"ASV_207"	0.575259145768655	3.10307985166391	-51.5028874080798	"ASV_207"	3.67833899743256	"ASV_207"
"ASV_208"	0.341372278910484	2.39318769589418	-28.7496799953747	"ASV_208"	2.73455997480467	"ASV_208"
"ASV_209"	-1.50888885480453	8.55089556945564	-894.07134984072	"ASV_209"	7.0420067146511	"ASV_209"
"ASV_213"	-1.37505472469805	3.76300069419833	-72.1018884661716	"ASV_213"	2.38794596950028	"ASV_213"
"ASV_214"	1.23448587277406	4.68376701218163	-135.646631806194	"ASV_214"	5.9182528849557	"ASV_214"
"ASV_216"	0.367787125865764	1.51082460210988	-9.97047418660102	"ASV_216"	1.87861172797565	"ASV_216"
"ASV_217"	-1.72361354666312	1.88114022992172	-2.56690467900274	"ASV_217"	0.157526683258603	"ASV_217"
"ASV_218"	0.169484532137013	2.92522974360912	-46.1506846877562	"ASV_218"	3.09471427574613	"ASV_218"
"ASV_220"	4.52423065251255	9.03500443794152	-633.698890636349	"ASV_220"	13.5592350904541	"ASV_220"
"ASV_221"	-0.318078513723709	2.36149279167984	-27.9420063879156	"ASV_221"	2.04341427795613	"ASV_221"
"ASV_222"	1.06108373140707	3.34206583637745	-56.5473408610149	"ASV_222"	4.40314956778453	"ASV_222"
"ASV_223"	-0.543456918312174	1.57917919899068	-10.2331853693851	"ASV_223"	1.03572228067851	"ASV_223"
"ASV_226"	0	0	0	"ASV_226"	0	"ASV_226"
"ASV_228"	0.136026656268343	1.60774917139734	-12.1257009378654	"ASV_228"	1.74377582766568	"ASV_228"
"ASV_229"	0.330380942853427	1.60631803410778	-11.6464033697045	"ASV_229"	1.93669897696121	"ASV_229"
"ASV_230"	5.44630305996377	6.18386096656237	-46.4863904708528	"ASV_230"	11.6301640265261	"ASV_230"
"ASV_231"	-1.4869036408232	3.50911941584513	-57.053334525365	"ASV_231"	2.02221577502193	"ASV_231"
"ASV_232"	-2.06079756153158	2.62489126055842	-12.5358803511628	"ASV_232"	0.564093699026841	"ASV_232"
"ASV_233"	1.53854266873026	1.24062956356058	1	"ASV_233"	2.77917223229085	"ASV_233"
"ASV_235"	0.693194001716543	2.31683982577374	-24.3133170911775	"ASV_235"	3.01003382749028	"ASV_235"
"ASV_236"	-0.257088662008476	8.47996788808342	-941.478691217085	"ASV_236"	8.22287922607495	"ASV_236"
"ASV_237"	1.33244289413212	3.31988920159647	-51.1399776184097	"ASV_237"	4.65233209572859	"ASV_237"
"ASV_239"	0	0	0	"ASV_239"	0	"ASV_239"
"ASV_240"	2.225778907415	6.78757866241985	-362.158161083855	"ASV_240"	9.01335756983485	"ASV_240"
"ASV_242"	-1.76680415755979	3.77259162081745	-63.9937352683956	"ASV_242"	2.00578746325766	"ASV_242"
"ASV_244"	-0.0144937638213385	2.57320723716039	-34.8283613290508	"ASV_244"	2.55871347333905	"ASV_244"
"ASV_245"	-1.23125562309125	2.55329468571552	-24.9568953473867	"ASV_245"	1.32203906262426	"ASV_245"
"ASV_247"	1.77273727947072	6.0970798667235	-278.246837036424	"ASV_247"	7.86981714619421	"ASV_247"
"ASV_248"	-0.79998545499809	2.48624373539735	-28.317014512904	"ASV_248"	1.68625828039926	"ASV_248"
"ASV_252"	-0.414713001777534	3.39238720519715	-65.6946681515717	"ASV_252"	2.97767420341962	"ASV_252"
"ASV_254"	0.309010382076233	2.27794976707488	-25.5425442853959	"ASV_254"	2.58696014915111	"ASV_254"
"ASV_255"	-3.29131055112206	5.58010572584602	-134.448166868469	"ASV_255"	2.28879517472396	"ASV_255"
"ASV_256"	1.10474638962733	4.73342538749051	-142.278974625434	"ASV_256"	5.83817177711784	"ASV_256"
"ASV_257"	-0.212968502602686	5.35633908743494	-213.334442134675	"ASV_257"	5.14337058483225	"ASV_257"
"ASV_258"	-1.48706493987823	2.46799320867845	-18.8517857839458	"ASV_258"	0.980928268800221	"ASV_258"
"ASV_259"	-0.062678321505449	1.57299106431617	-11.628373319274	"ASV_259"	1.51031274281072	"ASV_259"
"ASV_261"	-1.21003463055188	3.95995664460327	-85.4159918147451	"ASV_261"	2.74992201405139	"ASV_261"
"ASV_262"	-0.0212588577765802	10.9980819288299	-227460.304524624	"ASV_262"	10.9768230710534	"ASV_262"
"ASV_264"	-2.72807955309062	2.848556879178	-3.04440826856589	"ASV_264"	0.120477326087384	"ASV_264"
"ASV_267"	1.60578231824785	9.63359363280797	-2262.30642560344	"ASV_267"	11.2393759510558	"ASV_267"
"ASV_269"	-0.688488515416337	10.998081036263	-8549.80111578856	"ASV_269"	10.3095925208467	"ASV_269"
"ASV_271"	-1.88639207973487	2.7868319354111	-20.6069360289881	"ASV_271"	0.900439855676228	"ASV_271"
"ASV_272"	0.143993597669447	5.99333857225574	-300.707220878921	"ASV_272"	6.13733216992518	"ASV_272"
"ASV_273"	18.299638250187	7.86487570086971	1	"ASV_273"	26.1645139510568	"ASV_273"
"ASV_274"	-1.14469030993972	5.9803152520802	-284.168743822191	"ASV_274"	4.83562494214048	"ASV_274"
"ASV_275"	0.0511856786234538	1.77902616482225	-15.1896084427628	"ASV_275"	1.8302118434457	"ASV_275"
"ASV_276"	-1.90016436432672	3.11026051002321	-31.4095088318716	"ASV_276"	1.21009614569649	"ASV_276"
"ASV_278"	-2.22138774504476	2.79298220974905	-13.6798552794863	"ASV_278"	0.57159446470429	"ASV_278"
"ASV_279"	-0.350604685128387	3.59857997435647	-75.4957724504272	"ASV_279"	3.24797528922808	"ASV_279"
"ASV_281"	0.162486721509192	2.06733503330078	-20.8275657939112	"ASV_281"	2.22982175480997	"ASV_281"
"ASV_282"	0.738929626349607	5.87269816894526	-276.915387636298	"ASV_282"	6.61162779529486	"ASV_282"
"ASV_284"	19.1596456388597	2.69227982520713	1	"ASV_284"	21.8519254640668	"ASV_284"
"ASV_285"	-0.124512721241658	2.65105660451687	-37.0426684824218	"ASV_285"	2.52654388327522	"ASV_285"
"ASV_286"	0.393344892483219	3.83307625060575	-87.9043252510541	"ASV_286"	4.22642114308897	"ASV_286"
"ASV_287"	20.6847279260126	1.96633999372837	1	"ASV_287"	22.651067919741	"ASV_287"
"ASV_288"	-1.14351103457339	1.90306250405342	-10.7844666716552	"ASV_288"	0.759551469480031	"ASV_288"
"ASV_289"	4.92505200363488	5.33382276380091	-20.5095695028047	"ASV_289"	10.2588747674358	"ASV_289"
"ASV_290"	18.112314280292	7.86487568258176	1	"ASV_290"	25.9771899628738	"ASV_290"
"ASV_291"	1.21480465315064	3.66689559582467	-70.2349028435667	"ASV_291"	4.88170024897531	"ASV_291"
"ASV_292"	0	0	0	"ASV_292"	0	"ASV_292"
"ASV_294"	-1.03730043739194	3.39939093913429	-59.5389397747155	"ASV_294"	2.36209050174235	"ASV_294"
"ASV_295"	19.9170389259895	1.89774891247296	1	"ASV_295"	21.8147878384625	"ASV_295"
"ASV_296"	-0.734109625135513	2.44004989571406	-27.5582391901711	"ASV_296"	1.70594027057855	"ASV_296"
"ASV_297"	17.9627871143335	3.7328275457446	1	"ASV_297"	21.6956146600781	"ASV_297"
"ASV_298"	2.56405054579612	8.95629340001657	-1010.81454450952	"ASV_298"	11.5203439458127	"ASV_298"
"ASV_299"	-0.404274254440857	3.40879183364222	-66.4932268690563	"ASV_299"	3.00451757920136	"ASV_299"
"ASV_300"	20.2022785449657	2.99026566252518	1	"ASV_300"	23.1925442074909	"ASV_300"
"ASV_301"	-0.897687175551451	3.51721565791139	-67.3310039435965	"ASV_301"	2.61952848235994	"ASV_301"
"ASV_303"	-0.457642183997775	4.84800800935982	-162.236622290005	"ASV_303"	4.39036582536205	"ASV_303"
"ASV_305"	1.18166345086265	4.43786132193325	-117.040558480684	"ASV_305"	5.6195247727959	"ASV_305"
"ASV_307"	-16.6793574819709	7.68775205883918	1	"ASV_307"	-8.99160542313168	"ASV_307"
"ASV_309"	0.403500165122585	3.14223892636807	-54.3489858046005	"ASV_309"	3.54573909149066	"ASV_309"
"ASV_310"	-0.276360109588767	2.77125354610416	-40.6202494093878	"ASV_310"	2.4948934365154	"ASV_310"
"ASV_311"	3.8658976693516	7.79460247502235	-417.176521474492	"ASV_311"	11.660500144374	"ASV_311"
"ASV_313"	-2.26130969515635	3.55076496879102	-39.980818775579	"ASV_313"	1.28945527363467	"ASV_313"
"ASV_314"	1.85250903494538	2.42557849639225	-11.5257787443962	"ASV_314"	4.27808753133763	"ASV_314"
"ASV_316"	-1.03575062991394	10.998079230375	-6350.52623034777	"ASV_316"	9.9623286004611	"ASV_316"
"ASV_318"	-2.46428561670693	8.01415837091306	-577.090527213335	"ASV_318"	5.54987275420613	"ASV_318"
"ASV_319"	-1.87744647800646	1.96287809279981	-1.47775828949484	"ASV_319"	0.0854316147933523	"ASV_319"
"ASV_321"	0	0	0	"ASV_321"	0	"ASV_321"
"ASV_323"	1.16993868569731	9.20483035472323	-1761.33430668358	"ASV_323"	10.3747690404205	"ASV_323"
"ASV_324"	-1.15402124147722	3.87900254224	-82.0059184676156	"ASV_324"	2.72498130076278	"ASV_324"
"ASV_325"	19.3180600244104	7.86487575757832	1	"ASV_325"	27.1829357819887	"ASV_325"
"ASV_326"	6.35271575812827	8.17759585355043	-193.269309093938	"ASV_326"	14.5303116116787	"ASV_326"
"ASV_327"	0.541763296544553	1.25153280297534	-5.83081842102765	"ASV_327"	1.79329609951989	"ASV_327"
"ASV_328"	20.9550605769968	2.85371645369115	1	"ASV_328"	23.808777030688	"ASV_328"
"ASV_331"	0	0	0	"ASV_331"	0	"ASV_331"
"ASV_332"	3.34922898617573	4.29190970528888	-38.2642127573531	"ASV_332"	7.64113869146461	"ASV_332"
"ASV_333"	0.614077136362716	4.46206551155859	-127.319548426412	"ASV_333"	5.07614264792131	"ASV_333"
"ASV_334"	0.44207900467594	2.20773131075674	-23.1836349586125	"ASV_334"	2.64981031543268	"ASV_334"
"ASV_335"	-17.1284256445482	4.47660532557539	1	"ASV_335"	-12.6518203189728	"ASV_335"
"ASV_337"	-1.33879513805017	2.41354600079071	-19.6980268657618	"ASV_337"	1.07475086274054	"ASV_337"
"ASV_338"	2.51092349619804	5.92224132241193	-215.103818686806	"ASV_338"	8.43316481860996	"ASV_338"
"ASV_340"	19.3379192739043	3.90211016300968	1	"ASV_340"	23.2400294369139	"ASV_340"
"ASV_342"	2.22564124843706	4.61504181012086	-101.947000390445	"ASV_342"	6.84068305855791	"ASV_342"
"ASV_346"	-17.5956481815173	7.68775232198575	1	"ASV_346"	-9.90789585953156	"ASV_346"
"ASV_349"	0.445048756391367	3.69099617327078	-79.8937825334868	"ASV_349"	4.13604492966215	"ASV_349"
"ASV_350"	-0.442313583097314	5.49803274617659	-229.11373295413	"ASV_350"	5.05571916307928	"ASV_350"
"ASV_351"	-1.70989400854698	8.09981583837841	-667.852160558003	"ASV_351"	6.38992182983143	"ASV_351"
"ASV_354"	-1.34978647915785	1.92466789426697	-8.68686229109885	"ASV_354"	0.574881415109117	"ASV_354"
"ASV_355"	-1.17181829040705	4.13283821528182	-96.8438609172829	"ASV_355"	2.96101992487477	"ASV_355"
"ASV_356"	-0.52915588787177	2.99264545886945	-47.153379281592	"ASV_356"	2.46348957099768	"ASV_356"
"ASV_357"	-1.41807596007553	6.48828085419861	-349.806587339256	"ASV_357"	5.07020489412308	"ASV_357"
"ASV_360"	1.89836333783562	8.47252493143374	-808.910367243987	"ASV_360"	10.3708882692694	"ASV_360"
"ASV_361"	1.9674837896098	8.81297460130587	-1024.17898909885	"ASV_361"	10.7804583909157	"ASV_361"
"ASV_362"	-0.637843652523875	2.79784114652066	-39.5334934298705	"ASV_362"	2.15999749399679	"ASV_362"
"ASV_363"	-0.675473033099826	4.60160470634836	-138.160081966337	"ASV_363"	3.92613167324854	"ASV_363"
