absabundRR,absabunderr_R,absabundSig_adjust_R,absabundICl_R,absabundICu_R,ID,Kingdom,Phylum,Class,Order,Family,Genus
0,0,0,0,0,ASV_16206,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Nitrobacter
0,0,0,0,0,ASV_16217,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans
-15.986210355290403,7.687751620261601,1,-23.673961975552004,-8.298458735028802,ASV_16266,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA
-15.986210355290403,7.687751620261601,1,-23.673961975552004,-8.298458735028802,ASV_16275,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
-15.986210355290403,7.687751620261601,1,-23.673961975552004,-8.298458735028802,ASV_16298,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus Planktophila
-15.986210355290403,7.687751620261601,1,-23.673961975552004,-8.298458735028802,ASV_16310,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
-15.986210355290403,7.687751620261601,1,-23.673961975552004,-8.298458735028802,ASV_16361,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,NA
-11.640298970533797,7.6876848140767295,1,-19.327983784610527,-3.9526141564570674,ASV_16389,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,NA
-12.333441993618106,7.687718655606074,1,-20.02116064922418,-4.645723338012032,ASV_16419,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
-11.640298970533797,7.6876848140767295,1,-19.327983784610527,-3.9526141564570674,ASV_16420,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,BSV13
-11.640298970533797,7.6876848140767295,1,-19.327983784610527,-3.9526141564570674,ASV_16421,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA
-11.640298970533797,7.6876848140767295,1,-19.327983784610527,-3.9526141564570674,ASV_16436,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Lenti-02,NA
