Combined_Sample1	Combined_Sample15	Combined_Sample13	Combined_Sample40	Combined_Sample41	Combined_Sample42	Combined_Sample48	Combined_Sample24	Combined_Sample3	Combined_Sample6	Combined_Sample32	Combined_Sample7	Combined_Sample8	Combined_Sample9	Combined_Sample10
0	234	677	39	0	0	12	0	0	0	0	0	0	18	5
40	0	19	30	143	589	342	0	10	0	0	0	0	0	0
0	178	381	201	0	0	0	0	0	0	0	0	0	75	133
0	85	583	364	0	0	0	0	0	0	0	0	0	0	0
473	0	0	0	0	0	0	0	345	0	162	0	55	0	0
231	0	0	0	0	0	0	0	132	221	316	112	96	0	0
106	15	10	60	174	137	52	0	124	42	87	19	126	14	28
0	0	0	0	0	0	0	1036	0	0	0	0	0	0	0
273	0	0	0	0	0	0	0	91	168	135	137	276	0	0
0	0	31	28	184	399	237	0	0	0	0	0	0	0	0
176	0	0	0	0	0	0	0	190	228	303	0	221	0	0
383	0	0	0	0	0	0	0	528	0	0	0	0	0	0
0	215	118	115	0	0	11	0	0	0	0	0	0	138	115
0	139	0	96	0	0	33	0	2	0	0	0	0	67	392
142	0	0	0	0	0	0	0	140	145	438	62	119	0	0
0	0	0	0	590	500	0	0	0	0	0	0	0	0	0
0	0	0	0	729	172	59	0	0	0	0	0	0	0	0
143	0	0	0	0	0	0	0	109	207	219	81	178	0	0
22	0	0	0	0	0	0	0	37	127	142	189	551	0	0
0	0	49	34	189	570	148	0	0	0	0	0	0	0	0
225	0	0	0	0	0	0	0	165	210	158	57	161	0	0
106	33	0	0	0	0	0	0	65	183	213	83	229	0	0
72	0	0	0	0	0	0	0	164	177	257	108	201	0	0
98	0	0	0	0	0	76	0	0	260	199	88	228	0	0
69	0	0	0	0	0	0	0	86	297	270	75	207	0	0
0	141	148	207	0	0	135	0	0	0	0	0	0	0	0
0	0	142	105	200	298	202	12	0	0	0	0	0	0	2
0	58	203	100	31	36	127	0	0	0	0	0	0	49	121
288	0	0	0	0	0	0	0	283	154	179	0	152	0	0
0	239	0	0	14	0	0	0	0	7	72	0	0	112	163
170	0	0	0	0	0	0	0	135	247	140	0	234	0	0
49	0	36	49	0	0	0	0	114	299	262	77	86	0	0
106	0	0	0	0	0	0	0	123	229	440	0	43	0	0
72	73	0	0	0	0	0	0	89	75	85	22	57	66	37
0	77	188	272	9	0	62	6	5	0	0	0	0	49	11
114	66	0	46	42	36	48	0	92	203	157	0	61	46	0
300	0	0	0	0	0	0	0	133	225	151	95	106	0	0
0	0	79	158	129	83	0	0	0	0	0	0	0	36	39
0	4	243	312	15	54	196	0	0	0	0	0	0	1	0
16	0	176	329	108	55	75	0	11	0	0	0	0	0	0
0	455	0	0	0	0	0	0	0	0	0	0	0	30	316
64	134	118	68	0	0	0	0	0	113	133	62	58	48	66
133	0	0	0	0	0	0	0	0	324	230	111	97	0	0
0	0	0	0	0	0	0	0	939	0	0	0	0	0	0
0	0	0	0	250	622	0	0	0	0	0	0	0	0	0
0	250	26	52	0	0	0	0	44	0	0	0	0	40	232
84	0	0	0	0	0	0	0	74	297	336	0	26	0	0
77	0	0	0	0	0	0	0	105	218	259	116	196	0	0
0	150	95	282	0	0	0	0	0	0	0	0	0	49	129
21	0	0	0	0	0	0	0	34	287	319	63	221	0	0
0	128	0	8	0	0	35	0	0	0	0	0	0	58	141
70	0	0	0	0	0	0	0	85	190	208	97	257	0	0
0	142	116	132	37	20	83	0	0	0	0	0	0	111	127
0	75	568	223	0	0	0	0	0	0	0	0	0	0	0
0	0	0	25	635	240	46	0	0	0	0	0	0	0	0
0	173	21	655	0	0	0	0	0	0	0	0	0	0	0
65	71	122	125	114	83	34	0	157	0	10	0	0	21	0
17	0	0	0	0	0	0	0	20	263	366	59	134	0	0
0	0	143	103	145	203	185	0	0	0	0	0	0	11	0
271	0	0	0	0	0	0	0	223	168	272	0	0	0	0
0	0	0	0	491	337	63	0	0	0	0	0	0	0	0
0	0	0	0	542	318	29	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	417	149	0	0	0	0	0	0
20	107	0	0	0	0	9	0	79	0	0	0	31	49	164
0	322	0	0	0	0	0	0	0	0	0	0	0	114	236
0	0	0	0	0	0	0	666	0	0	0	0	0	0	0
11	121	142	168	0	0	14	0	11	60	25	0	18	62	97
80	0	0	0	0	0	0	0	76	347	238	0	166	0	0
145	0	0	0	0	0	0	0	194	210	159	53	81	0	0
0	47	0	0	0	0	0	0	0	0	0	0	0	676	92
0	0	0	0	0	0	0	0	0	0	0	0	903	0	0
154	0	0	0	0	0	0	0	148	110	240	0	34	0	0
154	0	0	0	0	0	33	0	307	75	133	28	83	0	0
64	0	0	0	0	0	0	0	30	224	198	124	213	0	0
261	0	0	0	0	0	0	0	185	118	189	0	0	0	0
0	0	16	0	266	377	89	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	244	238	74	324	0	0
216	0	0	0	0	0	0	0	248	125	143	24	74	0	0
202	0	0	0	0	0	0	0	118	143	291	0	119	0	0
0	0	0	0	553	320	0	0	0	0	0	0	0	0	0
0	55	136	361	11	0	39	0	0	0	0	0	0	35	48
97	0	0	0	0	0	0	0	92	199	173	56	236	0	0
145	0	0	0	0	0	0	0	175	165	167	18	74	0	0
65	0	0	0	0	0	0	0	57	196	243	0	305	0	0
250	0	0	0	0	0	0	0	263	181	163	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	36	391	135	0	0	0	0	9	4	0	0	0	28	6
0	69	219	125	75	120	85	0	0	0	0	0	0	53	30
0	0	0	0	626	74	28	0	0	0	0	0	0	0	0
25	0	0	0	0	0	37	0	56	80	115	67	440	0	0
0	98	30	93	0	0	0	0	0	0	0	0	0	40	132
12	61	0	0	0	0	0	0	13	168	160	150	184	20	17
0	135	77	207	0	0	0	0	0	0	0	0	0	51	143
254	0	0	0	0	0	0	0	377	46	91	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	678
213	0	0	0	0	0	0	0	107	176	168	0	146	0	0
138	0	0	0	0	0	0	0	140	214	207	0	55	0	0
102	0	0	0	0	0	0	0	111	108	158	40	234	0	0
0	0	0	0	0	0	0	0	0	205	262	98	206	0	0
0	0	267	479	0	0	56	0	0	0	0	0	0	0	0
0	0	0	0	170	382	193	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	40	222	258	76	144	0	0
0	0	193	148	74	70	242	0	0	0	0	0	0	0	0
0	0	0	0	209	264	326	0	0	0	0	0	0	0	0
0	135	9	28	0	0	0	0	0	0	0	0	0	21	112
0	0	0	0	483	315	0	0	0	0	0	0	0	0	0
232	92	0	0	0	0	0	0	175	103	0	0	67	0	45
108	43	0	0	0	0	0	0	87	159	159	44	143	22	0
0	0	0	0	664	129	0	0	0	0	0	0	0	0	0
424	0	0	0	0	0	0	0	203	36	63	0	0	0	0
0	50	367	89	8	0	0	0	0	0	0	0	0	29	114
63	0	0	0	0	0	0	0	65	231	203	85	94	0	0
0	162	239	138	0	0	0	0	0	0	0	0	0	49	65
0	47	99	197	23	31	19	35	0	0	0	0	0	56	62
129	0	0	0	0	0	0	0	99	158	188	0	212	0	0
0	113	42	192	0	29	0	0	0	0	0	0	0	93	69
0	0	0	0	0	0	0	0	0	334	312	0	119	0	0
169	0	0	0	0	0	27	0	135	202	150	0	43	0	0
0	123	87	0	0	0	0	0	0	0	0	0	0	75	128
242	0	0	0	0	0	0	0	145	120	78	43	53	0	0
0	35	138	83	41	71	180	0	0	0	0	0	0	39	18
0	0	0	0	0	0	0	0	0	0	0	242	0	482	43
0	205	16	0	0	0	0	0	0	0	0	0	0	91	175
0	88	303	140	0	0	0	0	0	0	0	0	0	42	50
0	0	748	0	0	0	0	0	0	0	0	0	0	0	0
0	25	95	90	113	56	181	0	0	0	0	0	0	20	34
25	0	0	0	0	0	0	0	0	289	161	58	191	0	0
0	0	0	0	0	0	0	0	0	241	376	51	39	0	0
144	0	0	0	0	0	0	0	93	164	159	0	140	4	11
55	48	0	0	0	0	18	0	102	99	161	51	76	15	19
0	118	347	30	0	0	0	0	0	0	0	0	0	35	52
0	160	40	76	0	0	0	0	0	0	0	0	0	54	140
0	0	0	0	257	297	116	0	0	0	0	0	0	0	0
0	0	216	0	122	212	101	0	0	0	0	0	0	0	0
49	0	52	87	28	20	62	11	72	30	39	0	36	19	51
0	0	0	0	419	179	65	0	0	0	0	0	0	0	0
65	81	142	0	0	0	60	0	141	0	0	0	0	117	118
65	0	0	0	0	0	0	0	55	187	120	108	176	0	0
0	0	0	0	351	327	31	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	11	179	165	63	266	0	0
0	24	0	0	0	0	0	0	0	0	0	0	0	0	55
0	226	130	38	0	0	0	0	0	0	0	0	0	68	94
0	145	29	0	0	0	47	0	0	0	0	0	0	77	178
0	64	0	110	0	0	0	0	0	0	0	0	0	16	87
140	0	0	0	0	0	0	0	88	139	235	0	96	0	0
0	189	0	0	0	0	0	0	0	0	0	0	0	54	286
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	140	463	70	0	0	0	0	0	0	0	0
0	108	33	30	61	57	46	15	0	0	0	0	0	31	30
40	21	51	88	0	0	0	0	30	115	104	34	154	10	0
21	479	0	0	0	0	16	0	13	0	0	0	0	0	44
60	44	37	94	7	7	16	0	55	45	37	24	35	25	40
56	0	0	0	0	0	0	0	16	182	111	117	131	0	0
179	89	0	0	0	0	0	0	68	97	83	0	82	5	0
46	0	0	0	0	0	0	0	53	163	238	75	78	0	0
295	0	0	0	0	0	0	0	225	0	128	0	0	0	0
122	37	26	47	0	0	30	0	196	0	0	0	0	36	81
0	0	0	0	547	124	0	0	0	0	0	0	0	0	0
0	178	0	0	0	0	0	0	0	0	0	0	0	79	111
0	142	72	91	0	0	24	0	0	0	0	0	0	56	120
0	0	0	0	0	0	0	0	0	0	0	7	658	0	0
32	0	0	0	0	0	0	0	0	174	221	41	158	0	0
57	0	0	0	0	0	0	0	44	181	131	0	216	0	0
50	0	0	0	0	0	0	0	69	125	195	0	156	0	0
103	0	0	0	0	0	0	0	82	138	259	0	26	0	0
0	34	54	42	171	119	45	0	27	39	14	0	0	19	43
133	0	0	0	0	0	0	0	145	101	130	39	109	0	0
0	0	0	0	186	276	24	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	198	409	0	0	0	0
129	0	0	0	0	0	0	0	294	0	49	0	0	0	0
110	0	0	0	0	0	9	0	128	87	202	0	69	0	0
0	120	0	0	0	0	0	0	0	0	0	0	0	45	333
0	0	0	0	0	0	0	0	0	273	235	0	140	0	0
61	0	0	0	0	0	0	0	46	128	129	55	104	0	0
66	0	101	63	0	22	0	0	46	62	101	0	49	0	51
0	0	0	0	349	179	61	0	0	0	0	0	5	0	0
0	0	0	0	437	100	36	0	0	0	0	0	0	0	0
0	171	0	0	0	0	0	0	0	0	0	0	0	0	442
51	84	0	0	0	0	0	0	53	95	111	54	51	26	57
0	108	241	102	0	0	0	0	21	0	0	0	0	48	28
176	0	0	0	0	0	0	0	254	65	106	0	0	0	0
44	56	110	43	0	0	0	0	47	108	98	0	53	14	28
0	62	0	0	0	0	0	0	0	0	0	0	0	0	510
92	0	0	0	0	0	52	0	107	136	111	0	120	0	0
0	0	0	0	476	151	0	0	0	0	0	0	0	0	0
0	119	36	81	0	0	43	0	0	0	0	0	0	59	85
154	0	0	0	0	0	0	0	97	135	194	0	0	0	0
192	0	0	0	0	0	0	0	266	18	50	0	0	0	0
183	0	0	0	0	0	0	0	134	75	142	0	36	0	0
67	0	0	0	0	0	0	0	55	177	174	49	75	0	0
45	0	0	0	0	0	0	0	0	174	168	83	135	0	0
15	0	0	0	0	0	0	0	8	119	116	72	87	0	0
0	112	0	0	0	0	25	0	0	0	0	0	0	61	147
0	110	0	0	0	0	0	0	0	0	0	0	0	0	186
49	85	0	43	0	0	0	0	0	39	43	24	15	17	52
0	90	154	99	0	0	0	0	0	0	0	0	0	40	32
131	0	0	0	0	0	0	0	139	118	178	0	18	0	0
84	0	0	0	0	0	0	0	390	26	18	0	0	0	0
33	0	0	0	0	0	0	0	21	94	90	0	99	54	0
0	79	49	0	0	0	0	0	0	0	0	0	0	80	21
0	0	0	0	87	374	76	0	0	0	0	0	0	0	0
91	0	0	0	0	0	0	0	92	173	111	0	139	0	0
55	0	0	0	0	0	0	0	41	136	141	84	131	0	0
0	153	0	0	0	0	0	0	0	0	0	0	0	48	207
0	0	0	0	0	0	0	0	0	210	179	51	148	0	0
125	10	0	0	0	0	0	0	82	121	113	27	98	0	0
0	5	208	171	4	8	54	23	0	0	0	0	0	8	17
143	0	0	0	0	0	0	0	135	63	93	0	57	0	0
320	0	0	0	0	0	0	0	220	0	34	0	0	0	0
120	0	0	0	0	0	0	0	146	116	127	0	58	0	0
0	30	317	144	0	0	38	0	0	0	0	0	0	5	14
0	0	566	0	0	0	0	0	0	0	0	0	0	0	0
0	0	275	280	0	0	45	0	0	0	0	0	0	0	0
305	0	0	0	0	0	0	0	227	10	57	0	0	0	0
0	0	315	282	0	0	0	0	0	0	0	0	0	0	0
28	89	0	47	19	32	31	0	0	0	0	0	0	125	22
0	315	16	0	14	20	17	0	0	0	0	0	0	34	72
112	0	10	15	0	0	0	0	64	71	85	33	201	0	0
80	0	0	0	0	0	0	0	33	185	163	34	83	0	0
0	0	0	0	440	92	0	0	0	0	0	0	0	0	0
9	0	0	0	0	0	0	0	20	158	293	23	56	0	0
24	0	0	0	0	0	0	0	48	77	122	38	279	0	0
0	0	0	56	132	221	92	0	0	0	0	0	0	0	0
0	87	32	45	0	0	0	0	0	0	0	0	0	102	148
0	74	17	87	49	10	20	0	21	0	0	0	0	35	6
51	40	0	0	0	0	0	0	80	6	82	64	225	0	10
60	0	0	0	0	0	0	0	106	114	82	41	178	0	0
20	28	121	124	0	0	0	66	64	0	0	0	0	20	15
143	0	0	0	0	0	0	0	151	91	56	0	128	0	0
80	0	0	0	0	0	0	0	32	100	187	5	160	0	0
0	106	0	0	0	0	0	0	0	0	0	0	0	66	0
105	0	0	0	0	0	0	0	79	116	132	0	111	0	0
241	0	0	0	0	0	0	0	170	0	121	0	0	0	0
101	0	0	0	0	0	0	0	115	159	98	0	59	0	0
203	0	0	0	0	0	0	0	123	0	239	0	0	0	0
78	0	0	0	0	0	0	0	185	82	94	0	126	0	0
0	158	0	0	0	0	3	0	0	0	0	0	0	115	121
0	0	0	0	173	257	78	0	0	0	0	0	0	0	0
167	0	0	0	0	0	0	0	222	18	28	0	8	0	0
40	0	0	0	0	0	0	0	37	70	99	24	79	0	0
72	0	0	0	0	0	0	0	53	102	153	21	114	0	0
47	0	0	0	0	0	0	0	0	154	199	0	144	0	0
0	115	0	0	0	0	0	26	32	22	0	0	41	159	82
157	0	0	0	0	0	0	0	113	104	103	0	81	0	0
10	0	0	0	0	0	0	0	0	132	112	53	250	0	0
0	31	274	166	0	0	30	0	0	0	0	0	0	0	0
0	77	137	21	0	0	0	0	0	19	13	0	0	53	29
0	0	0	0	0	0	0	213	0	0	0	0	0	0	0
0	13	306	203	0	0	0	0	0	0	0	0	0	0	0
34	23	33	25	183	30	0	0	35	50	14	0	29	26	13
144	0	0	0	0	0	0	0	125	45	52	29	139	0	0
0	0	0	0	180	336	0	0	0	0	0	0	0	0	0
69	49	236	43	0	0	0	0	17	10	12	0	18	0	22
0	0	0	0	0	0	0	0	0	0	0	0	0	79	0
0	0	0	0	0	0	91	0	0	0	0	0	0	0	0
313	0	0	0	0	0	0	0	235	0	0	0	0	0	0
0	0	0	0	0	0	382	0	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0	15	191	93	61	83	0	0
0	0	0	0	78	370	72	0	0	0	0	0	0	0	0
16	0	0	0	0	0	0	0	13	55	101	87	236	0	0
170	0	0	0	0	0	5	0	147	63	96	0	61	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	61	183
58	0	0	0	0	0	0	0	47	156	167	0	112	0	0
145	0	0	0	0	0	0	0	248	0	89	10	10	0	0
0	0	0	0	0	0	0	366	0	0	0	0	0	0	0
55	0	0	0	0	0	0	0	0	140	132	67	144	0	0
31	0	0	0	0	0	0	0	10	25	374	0	2	0	0
115	0	0	0	0	0	0	0	83	83	74	26	86	0	0
0	0	161	105	11	18	79	14	0	0	0	0	0	0	35
62	0	0	0	0	0	0	0	0	137	190	0	145	0	0
0	136	0	0	0	0	0	0	0	0	0	0	0	39	58
0	66	59	123	0	0	0	0	0	0	0	0	0	75	72
106	0	0	0	0	0	0	0	78	65	68	53	145	0	0
61	0	0	0	0	0	0	0	0	178	139	25	94	0	0
0	18	21	29	0	0	0	0	0	0	0	0	0	17	0
164	0	0	0	0	0	0	0	106	120	139	0	0	0	0
69	0	0	0	0	0	0	0	36	121	173	40	89	0	0
114	0	0	0	0	0	0	0	149	67	137	0	0	0	0
0	21	214	83	75	53	40	0	0	0	0	0	0	0	0
0	0	0	0	133	150	117	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	509	0	0	0	0	0	0
80	0	0	0	0	0	0	0	65	150	167	0	30	0	0
0	9	114	137	66	62	68	0	0	0	0	0	0	15	0
159	0	0	0	0	0	0	0	179	30	110	8	0	0	0
67	0	0	0	0	0	0	0	59	137	223	0	0	0	0
0	349	0	0	0	0	0	0	0	0	0	0	0	66	42
0	57	156	45	0	0	0	0	0	59	50	0	0	35	0
98	0	0	0	0	0	0	0	79	68	96	74	59	0	0
0	69	0	158	0	0	0	0	0	0	0	0	0	28	87
0	0	459	48	0	0	0	0	0	0	0	0	0	0	0
24	40	90	50	0	0	18	0	15	27	10	0	0	20	71
0	0	79	0	0	0	0	0	0	112	137	20	139	0	0
0	0	0	0	0	0	0	0	44	128	204	0	25	0	0
48	29	0	0	0	0	0	0	44	38	43	99	18	0	0
55	0	0	0	0	0	0	0	71	117	146	33	73	0	0
0	106	7	20	0	0	0	0	0	0	0	0	0	61	122
0	47	0	0	0	0	0	0	0	0	0	0	0	16	239
0	0	53	30	120	73	124	0	0	0	0	0	0	0	0
71	0	0	0	0	0	0	0	38	104	147	45	85	0	0
0	0	0	0	0	0	0	0	0	148	153	67	129	0	0
39	0	0	0	0	0	0	0	54	134	132	0	137	0	0
0	13	133	227	0	0	28	0	23	0	0	0	45	0	0
45	0	0	0	0	0	0	0	32	43	51	85	230	0	0
113	0	0	0	0	0	0	0	83	66	64	0	100	0	0
77	0	0	0	0	0	0	0	0	131	187	0	94	0	0
31	0	0	0	0	0	0	0	17	165	130	33	95	0	0
0	85	77	91	0	0	0	0	0	0	0	0	0	0	62
41	0	0	0	0	0	0	0	58	97	161	54	77	0	0
16	0	0	0	0	0	0	0	12	240	219	0	0	0	0
0	60	81	181	0	0	0	0	0	0	0	0	0	28	19
11	145	0	0	0	0	0	0	13	0	0	0	0	34	0
0	118	0	36	0	0	0	0	0	0	0	0	0	20	139
124	0	0	0	0	0	0	0	57	81	171	10	0	0	0
0	96	128	63	0	0	0	0	0	65	67	0	0	0	23
0	79	69	53	0	0	0	0	0	0	0	0	0	78	73
0	61	263	99	0	0	0	0	0	0	0	0	0	0	54
27	0	0	0	0	0	0	0	0	96	100	60	176	0	0
0	0	0	0	0	0	0	0	0	4	459	0	0	0	0
0	0	0	0	0	0	0	0	0	7	458	0	0	0	0
0	48	0	0	0	0	0	0	0	0	0	0	0	85	281
173	0	0	0	0	0	0	0	73	0	0	0	0	0	0
0	77	107	35	0	0	0	0	0	0	0	0	0	53	31
54	68	0	0	0	0	0	0	71	0	0	0	0	49	0
0	0	467	0	0	0	0	0	0	0	0	0	0	0	0
0	108	0	55	0	0	0	0	0	0	0	0	0	0	106
0	42	41	76	0	0	23	0	37	18	55	0	0	32	51
47	0	0	0	0	0	0	0	61	119	124	0	84	0	0
0	0	110	275	46	0	32	0	0	0	0	0	0	0	0
0	101	0	0	0	0	0	0	0	0	0	0	0	140	171
86	10	0	0	0	0	0	0	113	77	90	0	69	0	0
0	0	29	34	74	242	83	0	0	0	0	0	0	0	0
107	0	0	0	0	0	0	0	56	101	84	0	111	0	0
0	152	0	0	0	0	0	0	0	0	0	0	0	0	89
95	0	0	0	0	0	0	0	62	97	118	0	71	0	0
50	0	0	0	9	0	0	0	42	103	146	0	57	0	0
74	0	0	0	0	4	71	7	213	34	50	0	0	0	0
52	0	0	0	0	0	0	0	47	79	77	46	143	0	0
0	57	25	111	0	0	61	0	0	0	0	0	0	0	90
0	40	0	2	0	0	0	0	0	0	0	0	0	43	155
24	47	0	13	0	0	0	0	41	84	76	0	80	20	29
0	0	96	178	0	0	0	0	0	0	0	0	0	0	67
99	0	0	0	0	0	0	0	90	66	107	46	18	0	0
10	8	33	35	112	65	40	0	0	7	0	0	0	32	23
50	0	0	0	0	0	0	0	77	76	107	59	59	0	0
0	0	0	0	97	213	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	186	158	0	106	0	0
0	0	0	0	95	256	84	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	9	240	147	0	0	0	0
0	212	0	0	0	0	0	0	0	0	0	0	0	21	131
66	0	0	0	0	0	0	0	27	139	94	27	52	0	0
1	123	0	32	0	5	0	0	0	4	8	0	0	10	18
29	0	0	0	0	0	0	0	53	110	111	35	108	0	0
0	0	0	0	108	335	0	0	0	0	0	0	0	0	0
13	0	0	0	0	0	0	0	12	150	106	89	64	0	0
39	12	82	106	0	0	0	0	0	27	22	0	6	19	77
45	0	0	0	0	0	0	0	82	92	94	25	77	0	0
242	0	97	0	0	0	13	0	0	0	0	0	61	0	0
0	0	0	0	0	0	0	0	0	127	230	0	84	0	0
0	119	0	0	0	0	0	0	0	0	0	0	0	109	108
46	0	39	18	60	99	50	0	0	43	0	0	25	17	0
134	0	0	0	0	0	0	0	142	0	70	0	0	0	0
0	0	0	0	0	0	0	0	0	156	184	0	98	0	0
0	0	0	0	57	173	158	0	0	0	0	0	0	10	0
11	15	37	33	82	51	53	0	0	36	0	32	0	12	2
0	0	7	47	0	0	0	0	0	0	0	0	0	0	105
0	43	163	66	0	0	0	0	0	0	33	0	0	15	0
0	0	0	0	0	0	0	0	0	148	129	40	97	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	429
3	0	121	223	36	21	12	0	4	0	0	0	0	0	0
154	0	0	0	0	0	0	0	61	56	113	0	26	0	0
0	0	0	0	0	0	0	0	0	32	0	164	83	0	0
49	0	0	0	0	0	0	0	40	146	157	0	24	0	0
225	0	0	0	0	0	0	0	175	0	0	0	0	0	0
0	58	53	103	0	0	0	0	27	0	8	0	0	21	38
22	0	0	0	0	0	0	0	29	18	39	47	27	0	0
4	0	152	161	0	0	0	0	0	0	0	0	0	0	0
9	0	0	0	251	92	52	0	0	0	0	0	0	0	0
5	29	65	53	15	3	72	0	0	42	24	0	12	27	22
0	335	0	0	0	0	0	0	0	0	0	0	0	52	16
0	364	0	0	0	0	0	0	0	0	0	0	0	0	45
0	21	0	0	0	0	0	0	184	0	0	0	0	91	65
0	0	0	0	207	169	39	0	0	0	0	0	0	0	0
59	68	0	39	0	0	31	0	37	0	0	0	0	31	32
45	0	0	0	0	0	0	0	37	106	96	31	99	0	0
0	0	0	0	0	218	196	0	0	0	0	0	0	0	0
121	0	0	0	0	0	38	0	180	15	47	12	0	0	0
94	0	0	0	0	0	0	0	110	0	0	0	47	0	0
0	121	0	0	0	0	0	0	0	0	0	0	0	15	112
0	0	0	0	0	0	262	0	0	0	0	0	0	0	0
206	19	0	0	0	0	0	0	145	0	0	0	0	0	12
0	0	265	143	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	121	264	0	23	0	0
0	0	0	21	184	78	98	0	0	0	0	0	0	0	0
0	55	0	0	0	0	0	0	0	0	0	0	0	139	78
0	0	81	88	51	46	73	0	0	0	13	0	0	0	0
0	0	0	0	174	131	57	4	0	0	0	0	0	0	0
39	0	0	0	0	0	0	0	0	125	144	0	93	0	0
0	0	0	0	0	0	0	0	0	160	91	70	59	0	0
0	12	73	45	0	0	0	0	7	42	32	9	39	2	18
139	0	0	0	0	0	0	0	65	49	71	28	47	0	0
0	182	6	0	0	0	0	0	0	0	0	0	0	29	99
0	62	0	0	28	0	0	0	0	0	0	0	0	22	84
0	135	77	0	0	0	0	0	0	0	53	0	0	0	51
78	0	0	0	0	0	0	0	270	0	0	0	0	0	0
25	0	0	0	0	0	0	0	0	93	85	42	92	0	0
8	0	0	0	0	0	0	0	3	60	32	98	121	0	0
74	44	0	0	0	0	0	0	38	8	30	22	44	31	45
0	62	61	62	0	0	0	0	0	0	0	0	0	0	62
0	0	0	0	0	0	0	0	0	165	209	0	22	0	0
25	0	88	0	0	0	0	0	213	0	10	14	45	0	0
0	118	0	0	0	0	17	0	0	0	0	0	0	29	0
0	0	105	103	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	194	198	0	0	0	0
0	9	0	0	0	0	0	0	0	99	89	80	62	12	9
30	0	0	0	0	0	0	0	41	86	88	44	75	0	0
0	53	147	62	0	0	0	0	0	0	0	0	0	14	0
0	0	0	0	99	188	88	0	0	0	0	0	0	0	0
0	0	0	0	82	244	43	0	0	0	0	0	0	0	0
0	0	122	239	0	27	0	0	0	0	0	0	0	0	0
0	45	10	35	0	0	0	0	8	0	0	0	0	54	44
0	54	0	0	0	0	0	0	0	0	0	0	0	52	180
0	74	6	7	0	0	0	0	0	0	0	0	0	12	173
73	0	0	0	9	87	73	0	22	41	46	0	25	0	0
0	0	42	55	112	120	33	0	0	0	0	0	0	0	0
136	0	0	0	0	0	0	0	87	49	89	0	0	0	0
0	0	0	0	0	0	0	0	0	175	98	0	109	0	0
0	50	0	0	81	39	87	0	0	0	0	0	0	29	49
248	13	0	0	0	0	0	0	102	0	0	0	0	0	18
3	0	15	37	101	149	49	0	0	0	0	0	0	0	16
43	0	0	0	0	0	0	0	0	83	94	46	88	0	0
46	0	0	0	0	0	0	0	22	134	100	0	42	0	0
0	25	97	136	0	0	0	0	0	0	0	0	0	18	0
0	0	37	82	70	36	62	0	0	0	0	0	0	0	0
51	0	0	0	0	0	0	0	307	0	0	0	0	18	0
84	0	0	0	0	0	0	0	94	42	116	0	14	0	0
40	0	0	0	0	0	0	0	196	19	77	24	0	0	0
57	0	0	0	0	0	0	0	73	37	81	47	50	0	0
0	53	0	1	0	0	0	0	0	0	0	0	0	22	186
0	50	57	0	0	0	0	0	0	0	0	0	0	0	0
68	0	0	0	0	0	0	0	45	68	98	41	50	0	0
40	0	0	0	0	0	0	0	104	74	66	33	30	0	0
27	0	10	13	0	0	4	0	5	68	61	26	79	15	0
35	0	0	0	0	0	0	0	57	113	91	0	72	0	0
0	38	61	91	0	0	0	0	0	0	0	0	0	46	42
0	75	0	0	0	0	0	0	0	0	0	0	18	33	22
77	0	0	0	0	0	0	0	89	61	98	0	0	0	0
0	43	101	53	0	0	0	0	0	0	0	0	0	33	49
0	86	0	14	0	0	0	0	0	0	0	0	0	38	91
0	47	0	0	0	0	30	0	0	0	0	0	0	46	134
142	0	0	0	0	0	0	0	63	28	60	0	4	0	0
0	0	0	0	106	200	58	0	0	0	0	0	0	0	0
0	88	0	0	0	0	0	0	0	0	0	0	0	36	117
357	0	0	0	0	0	0	0	0	0	0	5	0	0	0
0	0	0	0	0	0	0	0	0	102	89	59	112	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	0	0	0	221	37	0	0	6	0	0	0	0	8	0
0	85	19	0	0	0	0	0	0	0	0	0	0	10	150
0	146	0	0	0	0	0	0	0	0	0	0	0	89	59
0	10	59	0	135	94	57	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	24	125	93	52	61	0	0
0	0	106	139	0	0	0	0	4	0	27	0	0	0	11
9	17	200	112	0	0	0	0	0	0	0	0	0	6	7
