"RR"	"err_R"	"Sig_adjust_R"	"ICl_R"	"ICu_R"	"ID"
"ASV_78"	0.385418646936206	1.51860432320475	-26.1644540715686	-1.13318567626854	1.90402297014096	"ASV_78"
"ASV_80"	-0.554215388824168	1.26015752789337	-11.9130769066518	-1.81437291671754	0.705942139069201	"ASV_80"
"ASV_83"	3.14244797489373	2.09560905697074	1	1.04683891792299	5.23805703186448	"ASV_83"
"ASV_86"	-1.85958933213732	1.48281038900937	1	-3.34239972114669	-0.376778943127956	"ASV_86"
"ASV_89"	1.06203372366478	1.50072591782839	-10.0658282143035	-0.43869219416361	2.56275964149316	"ASV_89"
"ASV_90"	1.43427693950907	1.30778024807943	1	0.126496691429638	2.74205718758849	"ASV_90"
"ASV_91"	0.69719706353322	1.23695887463171	-8.96983143158132	-0.539761811098494	1.93415593816493	"ASV_91"
"ASV_92"	-7.75548161898741	1.20646529625663	1	-8.96194691524404	-6.54901632273078	"ASV_92"
"ASV_93"	0.138094138182941	2.27295632400027	-154.096110015632	-2.13486218581733	2.41105046218321	"ASV_93"
"ASV_94"	0.913386992115665	2.01942580368765	-54.0446083218366	-1.10603881157198	2.93281279580331	"ASV_94"
"ASV_95"	1.63968449889136	1.56010875792676	1	0.0795757409646025	3.19979325681812	"ASV_95"
"ASV_96"	2.04605373865173	2.34514871601505	-12.3962991293372	-0.299094977363323	4.39120245466677	"ASV_96"
"ASV_99"	0.0364433874013599	1.48383630903501	-27.3769286301467	-1.44739292163365	1.52027969643637	"ASV_99"
"ASV_100"	3.28639232187939	1.34766275203671	1	1.93872956984268	4.6340550739161	"ASV_100"
"ASV_101"	1.65023143679819	2.14633624226904	-20.5044165925634	-0.496104805470847	3.79656767906724	"ASV_101"
"ASV_102"	0.775571117693172	2.16409640847004	-93.1039760209018	-1.38852529077687	2.93966752616322	"ASV_102"
"ASV_103"	2.30361095957482	1.60623987961214	1	0.697371079962679	3.90985083918696	"ASV_103"
"ASV_104"	0.777395344428953	1.21945097350561	-7.25873849548251	-0.442055629076652	1.99684631793456	"ASV_104"
"ASV_105"	1.291380070008	0.755486428858549	1	0.53589364114945	2.04686649886655	"ASV_105"
"ASV_107"	0.87301273939403	1.38656347384143	-10.4874521589186	-0.513550734447399	2.25957621323546	"ASV_107"
"ASV_108"	1.79829971490866	2.13981070551298	-12.7566520314288	-0.341510990604317	3.93811042042165	"ASV_108"
"ASV_111"	0.945217752544175	1.01122883265024	-0.919873396755698	-0.0660110801060613	1.95644658519441	"ASV_111"
"ASV_112"	1.52041968379691	1.58793151323067	-1.52300572612807	-0.0675118294337536	3.10835119702758	"ASV_112"
"ASV_113"	-7.16058707399817	0.888028985165068	1	-8.04861605916324	-6.2725580888331	"ASV_113"
"ASV_114"	1.02970607383988	1.24084537832645	-3.64498208671491	-0.211139304486563	2.27055145216633	"ASV_114"
"ASV_115"	4.82654473167362	2.06686217121775	1	2.75968256045587	6.89340690289137	"ASV_115"
"ASV_116"	0.548756138132066	2.07824245065879	-87.4819121006855	-1.52948631252672	2.62699858879086	"ASV_116"
"ASV_118"	1.19526150147881	1.2200698355395	-0.425212534189693	-0.0248083340606888	2.41533133701832	"ASV_118"
"ASV_120"	1.32584625420198	1.97071799474625	-25.6172950664627	-0.644871740544273	3.29656424894823	"ASV_120"
"ASV_121"	-8.06285291552594	1.11466794075372	1	-9.17752085627965	-6.94818497477222	"ASV_121"
"ASV_122"	-0.456271030638754	1.14661444962197	-9.77020001925439	-1.60288548026072	0.690343418983212	"ASV_122"
"ASV_126"	3.23179810635464	2.01423781186293	1	1.21756029449171	5.24603591821757	"ASV_126"
"ASV_128"	0.724071787301126	1.32137127918499	-11.2002768986542	-0.59729949188386	2.04544306648611	"ASV_128"
"ASV_129"	4.87097218404632	1.92794951261914	1	2.94302267142718	6.79892169666547	"ASV_129"
"ASV_130"	0.819095431299987	1.9583576723853	-51.3787975359742	-1.13926224108531	2.77745310368529	"ASV_130"
"ASV_131"	1.06612154244834	2.20544565803046	-70.7094186167986	-1.13932411558211	3.2715672004788	"ASV_131"
"ASV_133"	1.13496507653657	1.66425084803867	-14.4097318122813	-0.529285771502101	2.79921592457524	"ASV_133"
"ASV_134"	0.659773216156658	1.61957142811314	-27.042929749866	-0.959798211956481	2.2793446442698	"ASV_134"
"ASV_136"	0.587846799001178	1.23972269995642	-10.8181220484954	-0.65187590095524	1.8275694989576	"ASV_136"
"ASV_137"	-0.0233655489562118	2.06242303611088	-101.860375802517	-2.08578858506709	2.03905748715467	"ASV_137"
"ASV_138"	-7.5216788607517	1.42752735832377	1	-8.94920621907546	-6.09415150242793	"ASV_138"
"ASV_139"	-8.32223209107582	1.38408972756691	1	-9.70632181864273	-6.9381423635089	"ASV_139"
"ASV_140"	0.489918938946677	1.40894900851498	-18.5757982077635	-0.9190300695683	1.89886794746165	"ASV_140"
"ASV_141"	3.2928202724649	2.15463362537078	1	1.13818664709412	5.44745389783569	"ASV_141"
"ASV_145"	1.17280115060954	2.37104696003966	-100.445735793404	-1.19824580943012	3.5438481106492	"ASV_145"
"ASV_146"	2.76753565438839	1.05845871338971	1	1.70907694099868	3.8259943677781	"ASV_146"
"ASV_148"	0.170885599887196	1.92095465520925	-67.4443956415037	-1.75006905532206	2.09184025509645	"ASV_148"
"ASV_149"	-2.68470283710522	2.13433978889272	1	-4.81904262599794	-0.550363048212498	"ASV_149"
"ASV_150"	2.11144371731892	1.79136073880824	1	0.320082978510685	3.90280445612716	"ASV_150"
"ASV_151"	1.08496443415023	1.68308671778208	-16.9635987914757	-0.598122283631848	2.76805115193231	"ASV_151"
"ASV_152"	1.19333098392442	2.10333027142459	-45.9833775835224	-0.909999287500173	3.29666125534901	"ASV_152"
"ASV_153"	0.561051205957916	1.17932483640058	-9.41402202972203	-0.618273630442666	1.7403760423585	"ASV_153"
"ASV_155"	1.34045582811464	0.658519235394916	1	0.68193659271972	1.99897506350955	"ASV_155"
"ASV_156"	1.07505496830283	0.936382681908703	1	0.138672286394126	2.01143765021153	"ASV_156"
"ASV_158"	0.584417568710593	1.68380749810599	-33.1795821753585	-1.09938992939539	2.26822506681658	"ASV_158"
"ASV_159"	0.620833305059357	1.17922818179112	-8.55936904313759	-0.558394876731767	1.80006148685048	"ASV_159"
"ASV_160"	-0.0461456528730086	1.43609321440547	-24.0695665684964	-1.48223886727848	1.38994756153246	"ASV_160"
"ASV_165"	1.44365192657462	1.16472370404742	1	0.278928222527205	2.60837563062204	"ASV_165"
"ASV_166"	3.8064616663938	2.13237718905341	1	1.6740844773404	5.93883885544721	"ASV_166"
"ASV_167"	0.724170633260511	2.13252443099504	-88.6037097544786	-1.40835379773453	2.85669506425555	"ASV_167"
"ASV_168"	2.30118551263962	1.7813546878546	1	0.519830824785025	4.08254020049422	"ASV_168"
"ASV_169"	1.02235731790822	1.75285081484751	-23.3991095288985	-0.730493496939289	2.77520813275572	"ASV_169"
"ASV_170"	0.0712161533301804	1.22837229438582	-14.7760618409079	-1.15715614105564	1.299588447716	"ASV_170"
"ASV_172"	-7.24968876626583	1.23499126716447	1	-8.4846800334303	-6.01469749910137	"ASV_172"
"ASV_173"	0.263724101496619	1.18973369237552	-12.829725284245	-0.926009590878896	1.45345779387213	"ASV_173"
"ASV_174"	1.1561887190258	1.4008759356766	-4.91313467018655	-0.244687216650805	2.5570646547024	"ASV_174"
"ASV_175"	1.63291655162466	2.40167299026025	-49.1132030859118	-0.768756438635593	4.0345895418849	"ASV_175"
"ASV_176"	1.65919503880619	1.58511861057683	1	0.0740764282293678	3.24431364938302	"ASV_176"
"ASV_178"	-2.49579923816044	2.16311330432586	1	-4.65891254248631	-0.33268593383458	"ASV_178"
"ASV_180"	1.30259997083358	1.15222848601184	1	0.150371484821742	2.45482845684543	"ASV_180"
"ASV_182"	0.748563320260991	1.2483160228618	-8.46046126421784	-0.499752702600806	1.99687934312279	"ASV_182"
"ASV_183"	1.38745827977699	1.23179589880806	1	0.155662380968934	2.61925417858505	"ASV_183"
"ASV_185"	0.44246987759128	1.20777217271666	-11.6897661778873	-0.765302295125381	1.65024205030794	"ASV_185"
"ASV_187"	2.15574235573128	1.58660980045201	1	0.569132555279277	3.74235215618329	"ASV_187"
"ASV_190"	-6.73459165997295	1.20431180022484	1	-7.93890346019779	-5.53027985974811	"ASV_190"
"ASV_191"	1.7534923648496	1.91698362233868	-4.69295448057367	-0.163491257489081	3.67047598718828	"ASV_191"
"ASV_192"	-0.274503343906333	1.68829235286502	-38.8091951188881	-1.96279569677136	1.41378900895869	"ASV_192"
"ASV_194"	-5.45674460314256	1.53939096714741	1	-6.99613557028996	-3.91735363599515	"ASV_194"
"ASV_196"	-4.30855948279201	1.93363228699552	1	-6.24219176978752	-2.37492719579649	"ASV_196"
"ASV_197"	6.71659477352098	1.09223447861571	1	5.62436029490527	7.80882925213669	"ASV_197"
"ASV_198"	-7.71169817768985	1.13928114990438	1	-8.85097932759423	-6.57241702778547	"ASV_198"
"ASV_199"	2.40043993293275	1.55747572915088	1	0.842964203781868	3.95791566208363	"ASV_199"
"ASV_201"	-5.81213849929383	1.44922722180533	1	-7.26136572109916	-4.36291127748849	"ASV_201"
"ASV_202"	2.10731791120809	2.35658612409341	-9.87014432734798	-0.249268212885319	4.4639040353015	"ASV_202"
"ASV_203"	2.42305509847125	2.00982428723666	1	0.413230811234598	4.43287938570791	"ASV_203"
"ASV_205"	4.20147676333195	1.90340706045551	1	2.29806970287644	6.10488382378746	"ASV_205"
"ASV_206"	0.0133960476150423	1.7165890231622	-43.7634959177453	-1.70319297554715	1.72998507077724	"ASV_206"
"ASV_207"	1.30603202286411	1.62944156555847	-7.9431182851402	-0.323409542694362	2.93547358842258	"ASV_207"
"ASV_209"	1.8295550198964	2.22894758500039	-16.4323435310607	-0.399392565103996	4.05850260489679	"ASV_209"
"ASV_210"	-0.273597332570042	1.8786751582262	-59.6301464154492	-2.15227249079624	1.60507782565616	"ASV_210"
"ASV_211"	-0.204562149425708	2.76428768219932	-14560.528413736	-2.96884983162503	2.55972553277361	"ASV_211"
"ASV_212"	1.06265261676078	1.42093484808473	-7.3487292907942	-0.358282231323948	2.48358746484551	"ASV_212"
"ASV_213"	0.677617124484068	1.13579744105322	-6.74554477628149	-0.458180316569155	1.81341456553729	"ASV_213"
"ASV_214"	0.962435661008411	1.40965875093741	-9.19728023554874	-0.447223089928995	2.37209441194582	"ASV_214"
"ASV_216"	1.15498766702204	1.46579577182632	-6.58522517227187	-0.310808104804285	2.62078343884836	"ASV_216"
"ASV_217"	5.92958914338989	1.95478723404255	1	3.97480190934734	7.88437637743245	"ASV_217"
"ASV_218"	0.673466736309281	1.41346534182012	-15.3312445684135	-0.739998605510839	2.0869320781294	"ASV_218"
"ASV_220"	0.804604284189618	1.11361086667593	-4.61663399753044	-0.309006582486311	1.91821515086555	"ASV_220"
"ASV_221"	1.56853837148288	1.55106344939689	0.381205673075154	0.0174749220859884	3.11960182087977	"ASV_221"
"ASV_223"	5.94607484480917	0.786340937998538	1	5.15973390681063	6.73241578280771	"ASV_223"
"ASV_226"	0.864670479824709	1.71279090285536	-26.8485350951074	-0.848120423030648	2.57746138268007	"ASV_226"
"ASV_227"	2.32259629261343	1.61630014340212	1	0.70629614921131	3.93889643601556	"ASV_227"
"ASV_228"	0.853978469784842	2.06672697788231	-63.4264255127473	-1.21274850809747	2.92070544766716	"ASV_228"
"ASV_229"	-1.0920339024237	2.37228545492953	-111.813732256082	-3.46431935735323	1.28025155250583	"ASV_229"
"ASV_232"	0.936323336748535	1.28132573471973	-6.13355890476571	-0.345002397971192	2.21764907146826	"ASV_232"
"ASV_234"	1.07440284897704	2.01577061284638	-42.5467498487426	-0.941367763869339	3.09017346182343	"ASV_234"
"ASV_236"	1.41779536122369	1.13196779438363	1	0.285827566840054	2.54976315560732	"ASV_236"
"ASV_237"	3.29066260396556	2.12947881284254	1	1.16118379112302	5.4201414168081	"ASV_237"
"ASV_238"	2.52351044247641	1.7568193398863	1	0.766691102590114	4.28032978236271	"ASV_238"
"ASV_239"	0.863175055595968	1.19063167908502	-5.30276747864138	-0.327456623489052	2.05380673468099	"ASV_239"
"ASV_240"	0.492651855568362	1.80211092026067	-46.4305194446201	-1.30945906469231	2.29476277582903	"ASV_240"
"ASV_242"	0.800800982991723	1.54305321771011	-18.4161581829323	-0.74225223471839	2.34385420070184	"ASV_242"
"ASV_243"	6.35610766069589	1.17814270379992	1	5.17796495689598	7.53425036449581	"ASV_243"
"ASV_244"	-6.96066393463754	1.26485382639977	1	-8.22551776103731	-5.69581010823777	"ASV_244"
"ASV_245"	-6.20321005346982	1.95603506405934	1	-8.15924511752916	-4.24717498941048	"ASV_245"
"ASV_249"	0.31754724971487	2.76390274664856	-7221.71260737049	-2.44635549693368	3.08144999636343	"ASV_249"
"ASV_250"	4.88469407073841	1.34421764347813	1	3.54047642726028	6.22891171421654	"ASV_250"
"ASV_253"	1.31784054756301	2.3908350300385	-83.7858047892652	-1.07299448247549	3.7086755776015	"ASV_253"
"ASV_256"	-6.82546003625531	1.08079209236325	1	-7.90625212861856	-5.74466794389206	"ASV_256"
"ASV_258"	6.37757692670033	1.12896747410996	1	5.24860945259037	7.50654440081029	"ASV_258"
"ASV_259"	-7.35734359327694	1.47458017328912	1	-8.83192376656606	-5.88276341998782	"ASV_259"
"ASV_260"	0.593034739435975	1.40033131643554	-16.2278906808471	-0.807296576999561	1.99336605587151	"ASV_260"
"ASV_262"	0.810930216216329	1.38452724853582	-11.6001630301747	-0.573597032319496	2.19545746475215	"ASV_262"
"ASV_265"	-7.35308192051543	1.95874439461883	1	-9.31182631513427	-5.3943375258966	"ASV_265"
"ASV_268"	0.683118443211828	1.20196956887534	-8.25551255938579	-0.518851125663516	1.88508801208717	"ASV_268"
"ASV_269"	0.597433693631783	1.61152866293715	-28.2370199135246	-1.01409496930537	2.20896235656894	"ASV_269"
"ASV_270"	2.70670400390541	1.53050127376681	1	1.1762027301386	4.23720527767222	"ASV_270"
"ASV_271"	2.40574020824615	1.81997443115779	1	0.585765777088364	4.22571463940394	"ASV_271"
"ASV_272"	-1.13843525275238	1.35678912796981	-4.17566842175077	-2.49522438072219	0.218353875217425	"ASV_272"
"ASV_274"	1.76360781914824	0.898072368995173	1	0.865535450153065	2.66168018814341	"ASV_274"
"ASV_275"	1.82070970589056	1.33944791243667	1	0.481261793453891	3.16015761832722	"ASV_275"
"ASV_276"	0.929447561950359	1.13948715966618	-3.26515114925675	-0.210039597715824	2.06893472161654	"ASV_276"
"ASV_277"	3.6096300824598	2.31878688132322	1	1.29084320113657	5.92841696378302	"ASV_277"
"ASV_279"	5.44781437769395	1.13673083744131	1	4.31108354025263	6.58454521513526	"ASV_279"
"ASV_283"	5.68612753941748	1.95335029686175	1	3.73277724255573	7.63947783627923	"ASV_283"
"ASV_284"	1.55067771757082	1.53686020514899	0.299416012225912	0.0138175124218256	3.08753792271981	"ASV_284"
"ASV_285"	1.01273192028161	2.36720873642475	-120.158167302783	-1.35447681614315	3.37994065670636	"ASV_285"
"ASV_288"	2.20458657377729	2.14510046375481	1	0.0594861100224762	4.3496870375321	"ASV_288"
"ASV_289"	1.01146780019742	1.81798126911582	-28.9555662925953	-0.806513468918405	2.82944906931324	"ASV_289"
"ASV_292"	1.83978577099445	2.36009164197583	-26.6680458421013	-0.520305870981375	4.19987741297029	"ASV_292"
"ASV_293"	1.1393656701999	2.23728284306683	-68.9626138464886	-1.09791717286693	3.37664851326672	"ASV_293"
"ASV_294"	2.23643771332556	1.31693525798092	1	0.919502455344639	3.55337297130648	"ASV_294"
"ASV_295"	1.4811631372534	2.72249202187286	-161.256696453642	-1.24132888461946	4.20365515912626	"ASV_295"
"ASV_296"	0.541982468911249	1.696693056471	-34.6356838231672	-1.15471058755976	2.23867552538225	"ASV_296"
"ASV_297"	-5.99396142730657	0.945612761062236	1	-6.93957418836881	-5.04834866624433	"ASV_297"
"ASV_298"	5.27171668475086	1.04940041772506	1	4.22231626702579	6.32111710247592	"ASV_298"
"ASV_299"	0.158376194843465	1.21992191862089	-14.0871875051673	-1.06154572377742	1.37829811346435	"ASV_299"
"ASV_300"	2.23250277810486	2.2198492132739	0.392523078844349	0.0126535648309614	4.45235199137877	"ASV_300"
"ASV_301"	5.68612753941748	0.917540065551156	1	4.76858747386632	6.60366760496864	"ASV_301"
"ASV_302"	0.395796277188262	1.34915623104726	-17.1365375628235	-0.953359953858999	1.74495250823552	"ASV_302"
"ASV_303"	7.35867164999422	1.15727694720961	1	6.2013947027846	8.51594859720383	"ASV_303"
"ASV_304"	2.86286511210633	2.00256107881861	1	0.860304033287724	4.86542619092494	"ASV_304"
"ASV_306"	1.99461916415386	2.10656612882629	-3.46324728199845	-0.111946964672434	4.10118529298015	"ASV_306"
"ASV_307"	5.50023728141062	0.994241595907434	1	4.50599568550319	6.49447887731805	"ASV_307"
"ASV_308"	3.03479903397046	1.9088834101502	1	1.12591562382026	4.94368244412066	"ASV_308"
"ASV_309"	5.20537937088877	1.43690035390283	1	3.76847901698593	6.6422797247916	"ASV_309"
"ASV_310"	0.98377302905574	1.69657818888751	-20.9179921693972	-0.712805159831774	2.68035121794325	"ASV_310"
"ASV_311"	0.347624845066836	1.18936070905076	-12.1509701673166	-0.841735863983922	1.53698555411759	"ASV_311"
"ASV_312"	1.48845207887319	2.65439620370247	-134.129152791095	-1.16594412482928	4.14284828257566	"ASV_312"
"ASV_313"	0.4342895992875	1.11625689894683	-9.12621877517501	-0.681967299659334	1.55054649823433	"ASV_313"
"ASV_314"	1.02807023019433	2.35689591720383	-116.462505614455	-1.3288256870095	3.38496614739816	"ASV_314"
"ASV_315"	0.908896178823945	1.39804075216172	-10.1505333542679	-0.489144573337776	2.30693693098567	"ASV_315"
"ASV_316"	0.455315684690222	1.92128575401168	-61.8092122158868	-1.46597006932146	2.3766014387019	"ASV_316"
"ASV_318"	3.17730053464377	2.32705009293697	1	0.850250441706803	5.50435062758075	"ASV_318"
"ASV_320"	0.914988365725234	1.55827494930785	-15.9601506773013	-0.643286583582616	2.47326331503308	"ASV_320"
"ASV_323"	-6.13339804299665	1.95574837310195	1	-8.0891464160986	-4.1776496698947	"ASV_323"
"ASV_324"	0.102074579892867	1.44980048255826	-24.8901754801553	-1.3477259026654	1.55187506245113	"ASV_324"
"ASV_326"	5.9622931698077	1.95495495495495	1	4.00733821485275	7.91724812476266	"ASV_326"
"ASV_330"	0.31186449278137	2.74447924899206	-2849.05631882642	-2.43261475621069	3.05634374177343	"ASV_330"
"ASV_331"	0.977240555655772	1.13240987516995	-2.4216540142851	-0.155169319514173	2.10965043082572	"ASV_331"
"ASV_332"	0.841483735461039	1.6449454700628	-22.5158257893225	-0.803461734601762	2.48642920552384	"ASV_332"
"ASV_333"	1.07183416958672	2.32916325732155	-105.040351961339	-1.25732908773483	3.40099742690826	"ASV_333"
"ASV_334"	0.917869620213883	1.99416387428864	-50.0428051876406	-1.07629425407476	2.91203349450252	"ASV_334"
"ASV_336"	5.94607484480917	1.33235237042975	1	4.61372247437943	7.27842721523892	"ASV_336"
"ASV_338"	-5.92514666607033	1.59017623619937	1	-7.5153229022697	-4.33497042987097	"ASV_338"
"ASV_343"	0.472542270196977	1.4360792720792	-19.9072127059047	-0.963537001882226	1.90862154227618	"ASV_343"
"ASV_344"	6.26530121273771	1.33638939647306	1	4.92891181626465	7.60169060921077	"ASV_344"
"ASV_345"	1.46061011952679	1.55148175121301	-2.00166204239268	-0.0908716316862199	3.0120918707398	"ASV_345"
"ASV_347"	0.531345353997167	1.99934923529911	-69.7850306144848	-1.46800388130194	2.53069458929627	"ASV_347"
"ASV_348"	-5.19849703126583	1.37867729956066	1	-6.57717433082649	-3.81981973170516	"ASV_348"
"ASV_349"	5.74779936007298	1.35404744849456	1	4.39375191157841	7.10184680856754	"ASV_349"
"ASV_352"	7.4129148811215	0.785539643563133	1	6.62737523755837	8.19845452468463	"ASV_352"
"ASV_355"	1.36599249261578	2.06365904754048	-31.400788236702	-0.697666554924695	3.42965154015626	"ASV_355"
"ASV_360"	0.923029540847931	1.43295309644054	-10.9610805666773	-0.509923555592606	2.35598263728847	"ASV_360"
"ASV_361"	-0.271203841719396	2.17510179881179	-125.687341587347	-2.44630564053119	1.90389795709239	"ASV_361"
"ASV_362"	1.32805649088895	2.36600316868627	-74.206040389678	-1.03794667779732	3.69405965957522	"ASV_362"
"ASV_366"	3.47351804324178	1.89922480620155	1	1.57429323704023	5.37274284944333	"ASV_366"
"ASV_367"	5.74779936007298	1.43009371744845	1	4.31770564262452	7.17789307752143	"ASV_367"
"ASV_368"	5.89577929697357	0.867868513384511	1	5.02791078358906	6.76364781035808	"ASV_368"
"ASV_369"	-1.7611492962298	2.25406792366936	-22.0470929737954	-4.01521721989916	0.492918627439561	"ASV_369"
"ASV_371"	-0.390085717664461	2.33588969311203	-166.604485640271	-2.72597541077649	1.94580397544757	"ASV_371"
"ASV_372"	0.3491430944508	2.36587803467154	-187.339567843141	-2.01673494022074	2.71502112912234	"ASV_372"
"ASV_373"	-0.646201651110709	1.65203638093245	-29.5274457275343	-2.29823803204316	1.00583472982174	"ASV_373"
"ASV_374"	2.76585598544808	2.49949069721251	1	0.266365288235571	5.26534668266059	"ASV_374"
"ASV_375"	1.08275990914779	1.32539774337384	-4.53254356823383	-0.242637834226057	2.40815765252163	"ASV_375"
"ASV_376"	-5.81213849929383	1.06981543690495	1	-6.88195393619878	-4.74232306238887	"ASV_376"
"ASV_377"	1.21238606683377	1.31563800431745	-1.90160000951308	-0.10325193748368	2.52802407115123	"ASV_377"
"ASV_378"	1.60126727638218	2.15690219406934	-24.6971239089537	-0.555634917687163	3.75816947045152	"ASV_378"
"ASV_379"	2.63828063054709	2.16130301713189	1	0.476977613415197	4.79958364767898	"ASV_379"
"ASV_380"	5.27171668475086	1.94993581514762	1	3.32178086960323	7.22165249989848	"ASV_380"
"ASV_381"	0.0349312013232471	1.4164385684864	-22.8674375265736	-1.38150736716315	1.45136976980965	"ASV_381"
"ASV_383"	0.81610889169478	1.74689777198494	-31.0941788074943	-0.93078888029016	2.56300666367972	"ASV_383"
"ASV_384"	0.896856811832633	1.38544866235568	-9.93749757375492	-0.488591850523045	2.28230547418831	"ASV_384"
"ASV_391"	6.56138421018168	1.09646425842497	1	5.46491995175671	7.65784846860664	"ASV_391"
"ASV_393"	-0.295998128693438	2.03734716288385	-91.5885997643339	-2.33334529157729	1.74134903419041	"ASV_393"
"ASV_394"	1.16493781906455	1.75306432089084	-17.8703902877833	-0.588126501826292	2.91800213995539	"ASV_394"
"ASV_395"	5.36363683266868	1.95081967213115	1	3.41281716053753	7.31445650479983	"ASV_395"
